strain	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
wt	0.6085289869436914	0.8045897742489012	0.044084012767845286	0.007037228618102098	0.9268442693356252	0.9499619866819987	0.8767277782154084	0.3806857117172202	0.39103878412493037	0.04018188456797924
G1(+/-)	0.38093205771110333	0.8192734021769084	0.1084301316408248	0.16456708283523597	0.9112152049299752	0.9696918874361053	0.8782986771861897	0.41712272873223283	0.38202750063104807	0.04243609078015195
G2(+/-)	0.62923458049627	0.38478058968481066	0.03765665542586514	0.10384839701195164	0.8100644780261091	0.8746580411141549	0.8738364544294144	0.33468712212855556	0.3930334657828829	0.0
G3(+/-)	0.6439552898849649	0.7724671046152347	0.06595394817504172	0.05857792953557797	0.9300513377650874	0.8606491115810263	0.968525488760659	0.36392769750096937	0.3873724364794238	0.055938401658729146
G4(+/-)	0.6842045354730774	0.8085968844084902	0.05304754033791401	0.0016906486880952395	0.86008565858711	0.8882992266886136	0.8497561499635123	0.4521105956057169	0.43139008142664903	0.027018472605737313
G5(+/-)	0.6775235433351698	0.680568382164957	0.0	0.14455473878087527	0.39922456699963793	0.9512676691033928	0.8028430636884059	0.4291057241289813	0.4247999851083921	0.09449768645781151
G6(+/-)	0.6823317605935885	0.8128611318975238	0.0	0.08087497123385891	0.8054358789414333	0.4496512533220151	0.8317152059861771	0.44704390300470287	0.37985619995619546	0.0
G7(+/-)	0.572343914308552	0.7951943999354109	0.0	0.14644925697903105	0.8269485772290474	0.9446283907645544	0.3960577375285581	0.4638933505372309	0.3077045602702186	0.11662635345688824
G8(+/-)	0.6382001495833218	0.5947865172753442	0.07918736725718707	0.0	0.8512270625271987	0.9224544745913704	0.9029439577294226	0.13928032599634213	0.3807274179856448	0.05040465279044775
G9(+/-)	0.6580336875396736	0.7384346408661685	0.0	0.12532318790097693	0.9289166830071098	0.9193793609773238	0.8572186185489346	0.36454905482627714	0.19795883596388728	0.0437612407237348
G10(+/-)	0.6533832284769343	0.8938302912090689	1.275744237099759E-4	0.09684886789451762	0.950407430035251	0.8908068315068114	0.8966527925279077	0.255103138643937	0.44843665761340534	0.024742680377716757
