Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.8272480342328851	0.7257430901272119	0.38941304178101915	0.00667444911268273	0.156499446620551	0.23575104447190878	0.6739090286363901	0.33032744014217663	0.740032016483089	0.7033823534395871
10.0	0.6542518342408059	0.6470658822547973	0.5088904887574853	0.019373440411949615	0.40892856367106345	0.46238344992422364	0.5848196019916566	0.36102374594519854	0.7969929389197321	0.7166603104458684
20.0	0.5449026028040618	0.5990110424230528	0.5557776807706685	0.06285642188917374	0.32224592220474285	0.5765069687047106	0.5663523302685306	0.3794079203740702	0.6885469788037982	0.7693485231892341
30.0	0.5874479888932407	0.5806012100085455	0.5560832630604582	0.003298359542960698	0.31155003541876264	0.7082655885327732	0.5959440157816702	0.3871013180614088	0.77205981415675	0.8244998038732885
40.0	0.578262451188473	0.544896236783794	0.6872723038412951	0.009735593466926153	0.4694094639250012	0.7243025667445424	0.5729935000678007	0.3871531374869567	0.8569560663999559	0.8230191672949692
50.0	0.5381418876522475	0.5505242800841552	0.6116386956534673	0.015816824387438352	0.4921650748949088	0.8513927946771929	0.5808635370273404	0.3009483767390695	0.7833652497220985	0.8037343929186792
60.0	0.5669143227239652	0.5302579008408155	0.7255400801592206	0.08789556397382149	0.4926011595020012	0.8816536495598439	0.5135307567095833	0.4333709918351997	0.846600784483298	0.8115327544770842
70.0	0.5918069845354458	0.5413041848592287	0.8436067838370799	0.00882658494942869	0.4977329896200065	0.8842904054452555	0.5817994002098009	0.47186933289569444	0.833021396483243	0.7735391323013655
80.0	0.4978692285942477	0.5202743006636693	0.8613858010458328	0.0	0.5412974200700822	0.8699368060793827	0.5084400571300776	0.46963583887237825	0.8995328520058875	0.8811515463529697
90.0	0.490107111762175	0.4553650424187801	0.8126155079469107	0.0	0.6128286005924056	0.8514048777447919	0.4805431824019598	0.44948702373855287	0.8686283762231741	0.7971475847926978
100.0	0.5019944810552726	0.5672458043160687	0.7952964366032812	0.0	0.5838524013196105	0.865881567067583	0.5309478744145625	0.39786291474210517	0.8547697994428	0.8179330801988924
110.0	0.5098328717491717	0.5224523559402059	0.7963891780313508	0.0	0.4774671530309265	0.8807505400439862	0.5148485027587528	0.35870740401496004	0.912258105095417	0.8516071944579229
120.0	0.5831054561329374	0.4045635728584765	0.8251720242976595	0.037172800511220364	0.5016654884085622	0.8551324132902995	0.5118945139288569	0.4929860295954741	0.8984909001273846	0.8824505838308611
130.0	0.412013455870233	0.43466544185294653	0.808568107236609	0.0	0.4335591830038963	0.9613379794108281	0.494140507987928	0.4081433964184399	0.8632470578920023	0.851573401095907
140.0	0.5348368821194149	0.518527401747016	0.860757523139938	0.04114149692572671	0.5694223245437843	0.8536896852190112	0.4568169300130504	0.4148211728679148	0.7629706954695598	0.8152899011734985
150.0	0.5035705357923421	0.4528192309667406	0.9017646444406902	0.08263741255925763	0.512368994072111	0.82972782809782	0.5629624029873818	0.3532602698173361	0.8727777820145383	0.900086798933387
160.0	0.48224265752360457	0.49143983232873184	0.9600374177564814	0.02403228563076394	0.5037582742845046	0.9834400733810459	0.4533667549379507	0.47579624010856997	0.9418848674679807	0.8683551766621407
170.0	0.472727094351304	0.4862578958502813	0.8889649094640896	0.0	0.49178770330875793	0.8397969288553566	0.43664972170350075	0.39454277177584257	0.8321236549500745	0.9303921498027108
180.0	0.46773299187430306	0.5147983986238454	0.8412506955406305	0.08111648968315846	0.47915295671016445	0.9178606449496876	0.44511608441920697	0.5283146188858676	0.8178928588622177	0.8838312033708622
190.0	0.45363617191456057	0.50186102887114	0.7734688936067516	0.01963646218933828	0.4762261138375127	0.8658305164841358	0.552368091704327	0.4702821828360192	0.7879704815987414	0.8934022129148564
200.0	0.5678123245828871	0.5053476542871956	0.8821463782005246	0.0	0.5048346604141077	0.9030327937839255	0.4881910203035422	0.4443519143992242	1.0	0.8943932493368304

0.0	0.35195544633823495	0.3551279725656882	0.320799360358452	0.46102200517002295	0.17264888853039043	0.31684672944471054	0.38515465001829824	0.2794205639585256	0.20534642824702554	0.6385026828172026
10.0	0.4871730974219293	0.3706990326228131	0.44752361499596854	0.3316228606739593	0.28790537507130803	0.49861777070280683	0.4254814634774494	0.29046580570248215	0.3068677015651608	0.6032042161838729
20.0	0.531841257303815	0.46566821932247315	0.5317857461345102	0.2662166188409686	0.4334288475023388	0.646242470062266	0.3212373503490451	0.3376906506622416	0.41557659842565203	0.6696322681070346
30.0	0.4536418918219431	0.45797709682180754	0.6444533043077911	0.2699375306738768	0.4077379276326239	0.6717014260311672	0.3375258164985198	0.3477235451529557	0.4274784070067699	0.7454791626621755
40.0	0.48710013282469544	0.36678875146272105	0.7354979812146893	0.20933697588627798	0.43496712041852376	0.8122977188829151	0.42126948395767566	0.40251594673523083	0.5997110489539087	0.7426725743062843
50.0	0.5229339225455425	0.41002565099758254	0.7363760934826881	0.1760016368343917	0.5044199493940569	0.8497340973276912	0.4301949001726962	0.4122574104583463	0.594773111654135	0.7288249753517244
60.0	0.47930787647495	0.45945191266928814	0.7216953331233881	0.1275143804909345	0.42799604414664094	0.798333927767542	0.351281091985426	0.49749709398334413	0.6567444172570591	0.7627863118328279
70.0	0.4896228163624353	0.516083718513456	0.7402760318597633	0.06261948278170688	0.4939367966771934	0.8328988213075673	0.4219352613142547	0.49720173115489474	0.7731210890130898	0.7567826049609176
80.0	0.5779076099003851	0.44160804271048726	0.8524451769800429	0.09669966910064225	0.4779684620698649	0.842662463880513	0.38413751648102223	0.44468781249011213	0.6109810166468627	0.8837571684653222
90.0	0.5619914939933507	0.4878341632807072	0.8041304933418518	0.07109258905520714	0.5416349588960235	0.864441125525271	0.4643247708251641	0.48217425542665165	0.7866314312847231	0.8066778071512997
100.0	0.48301208892993086	0.5270936507197145	0.7246030348725384	0.018845352054812907	0.5259425529642491	0.9099258108519399	0.3997887683372414	0.46202409877362144	0.8604059356406691	0.7566982565796326
