Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.22515668347880283	0.53467265713658	0.8229044959142652	0.17565578484187194	0.1509348160471	0.257675278916852	0.5986252171979876	0.4662477405353823	0.9130939793491886	0.7937328120439922
10.0	0.18253958257730118	0.6118372606413313	0.7044624688238211	0.17863903194391736	0.20633016161370007	0.2883262063391114	0.5611607737717464	0.5807812049388489	0.8469389267181033	0.790275161707196
20.0	0.13312016592101714	0.6234638335404172	0.6199246649738664	0.2624774110309046	0.28880867576207936	0.34654088086438634	0.39837761734555116	0.5831307780782934	0.8930967129052648	0.8006393502773032
30.0	0.1507680668571423	0.6812775543739706	0.48564338772658705	0.31875903796363475	0.38288481071624375	0.42703994650653265	0.3054730509936251	0.6368394463860793	0.7971470526709948	0.795006412923076
40.0	0.17746807156533942	0.7860794590846091	0.43122244704088925	0.3642571604508337	0.45152489235136256	0.33487904716059935	0.3022052965759023	0.8027136988875633	0.8609229602390752	0.9192204794279021
50.0	0.13077367550480637	0.7158160762415221	0.38099422990106024	0.416632509465087	0.4387423368677193	0.36947235070435175	0.2951046273714962	0.6956280723824437	0.9074863532327214	0.921577494560193
60.0	0.2182879129207643	0.7266365756964486	0.3803390033234684	0.4790002196329419	0.5269150259686778	0.4337416461715124	0.30617393767005824	0.7620709435316094	0.9063778593012375	0.9131498337662177
70.0	0.047175122610247894	0.7413976426862094	0.3652480489012171	0.5009399120437809	0.5740628332949085	0.40196341422410925	0.27584166078085404	0.7971552034375738	0.9580021082913278	0.8956274335193715
80.0	0.10851692096285545	0.8577560384091762	0.21456156750967648	0.4882518166972834	0.5422058288431982	0.3400488837267878	0.159667700970399	0.7745615952897699	0.8324653621249107	0.8657220463688062
90.0	0.08892981210323092	0.8582134136955265	0.30420513122190906	0.44933939306099946	0.6015046747805228	0.4176223787635805	0.23815640767837015	0.8287851901192029	0.8007147070547033	0.921151906607207
100.0	0.09380931610834567	0.8222125844508266	0.11254718795600355	0.40385849608648705	0.6166826544058631	0.42061681701192116	0.2618692124666011	0.7401395083204586	0.8546967759064579	0.9197815886613745
110.0	0.04601745901249301	0.8104785009703348	0.19711702672393455	0.3811274846851791	0.6014186266544074	0.41394089958645275	0.21622055485292235	0.8838987367521013	0.8926620466346722	0.9255981741865097
120.0	0.06010734288957393	0.8866553432786252	0.10199345393963324	0.5292359091402511	0.7120063169102425	0.37318792264488354	0.28817942298860366	0.8800778972288458	0.8445798047506088	0.9334303874140369
130.0	0.14036183272552782	0.9069358960653708	0.1563541258143653	0.43804000781084557	0.6622746775578098	0.46558477946936894	0.32030134842145475	0.8744047602828756	0.7799347114862528	0.9183033837189808
140.0	0.07446864892023743	0.9012428860433934	0.13198674516873546	0.5372215873635944	0.6978137417893105	0.3904159887632611	0.2711834956507734	0.8293166563500238	0.89529030579046	0.9399332618269798
150.0	0.1103202076653584	0.7843740499795675	0.07568190170813681	0.5042872285602991	0.656337954064561	0.4505706239618726	0.21983296609413316	0.8125200754965626	0.8715274109207286	0.8899978712802133
160.0	0.06545323704861651	0.8574983834710743	0.08705173732562684	0.4654195031361784	0.7175364269914066	0.3461874462239994	0.28848294677849934	0.8532713903758702	0.9014697221369362	0.8353615485860998
170.0	0.10321136585262106	0.9100862085273131	0.12379565771187005	0.45692751875504023	0.7246630007254198	0.4260330485346718	0.17347294375205496	0.8557467901028165	0.8972310318141681	0.8745491240010985
180.0	0.05768762820286847	0.8825750390950257	0.1316355413678029	0.5108654183578114	0.7526039752193429	0.3633050663287492	0.3134441969748697	0.8905053952819894	0.8750631544025349	0.8811444417555844
190.0	0.019607595472163383	0.9055998774112757	0.06966958107697918	0.48409262940362113	0.7930543726533621	0.20589155361827258	0.3077740734933792	0.9283335157115502	0.8891692384011278	0.8407521506285923
200.0	0.04307949107500771	0.8423392269349246	0.09778514474841839	0.3704365541090264	0.7318696042829038	0.34585031299210656	0.2882237930384897	0.8223152469486383	0.9691242491528452	0.8278974740753817

0.0	0.13904255923755873	0.8089375280092562	0.4346029169227456	0.4960543207280884	0.858579868408781	0.29118509550255733	0.1598182468749824	0.41998016617475864	0.3044550532411834	0.3288676778237653
10.0	0.1039376274655457	0.7679703863543892	0.317280197595442	0.5738517897893082	0.7846792081146392	0.3102133387537502	0.22026968590833818	0.5629370857600665	0.5122157690358149	0.5776554805870963
20.0	0.15757346773992204	0.8327551287980911	0.28116074071243413	0.4550970186214617	0.8138749237700618	0.30462821650890143	0.1884836755587079	0.604327642896398	0.591773400903624	0.6753471580169232
30.0	0.16963213410257957	0.8570031131254118	0.21639837600035	0.49232137829708694	0.8184961008673625	0.3930191217973024	0.19985123431712945	0.7298721759415018	0.5919890639839622	0.733123106069544
40.0	0.10625422082805104	0.872943133492813	0.14264800940585115	0.5506511470488654	0.7510633983078628	0.4309962440985583	0.26764789552151963	0.6392699130440034	0.7044973810487278	0.8440555200873706
50.0	0.1670618480911807	0.8026063634881575	0.1139804860445617	0.5372535918187232	0.7654075485381014	0.3744554128776055	0.23341423753951734	0.7316685871170132	0.6937003900341885	0.8688169030198851
60.0	0.15220566486224568	0.8465621417991068	0.12801622471415533	0.5440168626113584	0.6537955441663568	0.37158254149203174	0.23586837456148127	0.7528680093883534	0.7711835768573565	0.9050064450058928
70.0	0.08766574365238772	0.947691631810892	0.15915183277178627	0.46363208174184345	0.7106846727646904	0.43910330835323624	0.20009794671452436	0.8172086030163667	0.7938238598289901	0.8933901574396321
80.0	0.030438897537822612	0.824513098882076	0.08103951630252092	0.45315556930017614	0.7783858659670218	0.3937530878450878	0.27703230474557006	0.8124289115389611	0.8275798873218682	0.8880416715110514
90.0	0.02129817362340745	0.8177826350348437	0.11871949103617825	0.5518899451308444	0.7919286269834652	0.4937972806395888	0.22596929748883282	0.8789787638893138	0.8243313988177511	0.9049079929517966
100.0	0.058474338752065445	0.8416942983477009	0.11419586929671198	0.4491311852258939	0.7221826785315018	0.4059199769536249	0.14083942851275622	0.7877854563490263	0.8498058684817832	0.8410880051264136
110.0	0.12936476164144048	0.8789216070411328	0.08464552231975617	0.5434385059815523	0.7648750433356183	0.40368198179989057	0.2507770357277728	0.8549019453075225	0.8630976705316492	0.9178720869032658
120.0	0.07229235689663123	0.8867973456199969	0.0	0.47819127202979433	0.7808073827726836	0.440801129858448	0.30650772415206984	0.836425978532028	0.9292989122300768	0.8768694971793469
130.0	0.04507062675792889	0.8540569685606044	0.059553749731612184	0.41497803014714874	0.6645537916478387	0.3371450083709989	0.28282076865744665	0.8102813493640859	0.7711973532929428	0.902996883404066
140.0	0.0	0.937782513568329	0.056253337965132745	0.4684209274327755	0.7558865597478073	0.33041224851564543	0.34662320515989464	0.8726097970859158	0.9071969244845223	0.8446359470185526
150.0	0.07865448965422014	0.8444990165697982	0.07058198805537286	0.41010710951699847	0.7822565451102833	0.2884363931504427	0.32452668722343997	0.9802822036064646	0.8423199617911837	0.841259922024883
160.0	0.05992023732160371	0.9774908918740264	0.0	0.4174901530071669	0.7737975509965377	0.269874089314737	0.2993060061773495	0.9792853541893778	0.8426828190407957	0.8639427006578504
