Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.1518151469466189	0.8435697255399014	0.6879011031149729	0.5422712416011115	0.042483509134989356	0.6285800116974859	0.4818274184740129	0.14272924169351828	0.6813949120534998	0.6355834630926321
10.0	0.17659856171606073	0.8788023152605553	0.5451358988628151	0.41116112606330574	0.13917573335125533	0.686351131401468	0.6331506373399437	0.1922113454412958	0.5534574403813483	0.7324081667335542
20.0	0.24819947722980237	0.8524507009611464	0.488595152121008	0.3788182656636414	0.198914597282176	0.7137481438334576	0.7037307924940946	0.22659015386444967	0.490167273251284	0.7409622743787667
30.0	0.28517969570042534	0.7047007673422641	0.28781079801625353	0.3136471433714433	0.11490797350859012	0.8690267198993671	0.7660247862535751	0.3501817619809614	0.4387601702836483	0.7337920318684154
40.0	0.3092984625339507	0.768281459234274	0.3356381250843641	0.25260173748770315	0.09551052584095779	0.8304271506498373	0.7920438066301896	0.2585892424617757	0.33260687545633755	0.7953630928996944
50.0	0.31772317719061444	0.772674450189017	0.2533848968717239	0.3509193437387244	0.10846093218118627	0.7998587562688151	0.811595045834024	0.3883260570557015	0.24647337113132708	0.8751196685367626
60.0	0.39768182141426217	0.785849739021442	0.18264783212981783	0.2408243985942402	0.17595899631996081	0.9297980230005727	0.8207769651343841	0.33616548802227847	0.2482537573935267	0.8175770791756722
70.0	0.3460194038184995	0.8290370088847856	0.18086199335597153	0.29207281666524554	0.12373941975154963	0.9047065644011361	0.8316037671509902	0.37307300506371466	0.2028888292150751	0.8990131766046415
80.0	0.3661668388466829	0.828670842920358	0.13788056296937462	0.3302253894301131	0.0912122526127151	0.9096928267521585	0.895384950632483	0.3825370914713349	0.29069604642116587	0.7929032402535658
90.0	0.34772931006626323	0.8062878455401821	0.09029831179146766	0.4322007212572752	0.09319144022608064	0.8795532132676649	0.8287986152617134	0.4441282262101891	0.11873881216481186	0.7771399810850314
100.0	0.39299708251760274	0.8619052079167389	0.08041227209937138	0.4783199128319281	0.12925993493816104	0.8787840884092446	0.8348604347192	0.42133165838671083	0.10158949794855288	0.9015913054262606
110.0	0.38680722174949317	0.7708257778985673	0.17146920608807412	0.49874972877183277	0.16630966315242	0.8545876812342931	0.8335703687243162	0.511712899494563	0.23157357589874786	0.8308292751955698
120.0	0.38546362321070604	0.7789366106026415	0.05017470336744086	0.5203297896361322	0.16305832027594924	0.8833459574558391	0.8701563436709854	0.4764100030883284	0.14473146525832586	0.906091740650678
130.0	0.3424433802407012	0.8237624024616267	0.03221212494206509	0.5636684854097568	0.18665946658129795	0.9776474516350381	0.8830499821895622	0.4564690697939894	0.07802825532671115	0.8842990370174026
140.0	0.26837397816570197	0.917379590642025	0.03040921929541666	0.5821190049753935	0.08534392208482552	0.9871975582297314	0.795974550000389	0.5165171438034045	0.1147756261708307	0.9151175315800041
150.0	0.26440250060735415	0.868209332288517	0.06856981352703098	0.5627635740920707	0.10509544201514467	0.8557508863828596	0.8702787946495052	0.43543376852409266	0.0	0.8073664347761911
