"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
"wt"	0.014169840542652492	0.47949575748667456	0.8473628249271701	0.24382142526095446	0.4235506199514396	0.412988494054815	0.8083946364918739	0.4910293814971692	0.46946943940552116	0.8708009639194082	0.8186274580134296	0.07559563937745233	0.8017885466301276	0.6341793624811105	0.07707724202564169	0.2640695149366709	0.0	0.7865695115618037	0.42745951351058525	0.866100503842249	0.4985887256851073	0.7403650019989257	0.5699718221295915	0.607237834616024	0.3130217312174054	0.8161862732904122	0.3975102330037725	0.4703097831521895	0.49546854600009027	0.0	0.6694439853896469	0.11353287199078656	0.8768478774026874	0.45442254856321707	0.20979340089403123	0.4105361472611694	0.014178062283236103	0.8217496748967933	0.5022980740602501	0.5122297849304064	0.05518804231220788	0.8830044709938196	0.3722232713041136	0.14301852761860276	0.3163734389520564	0.8019929807415908	0.04372306935877583	0.45289160140080403	0.4471303697269426	0.1398876364969341
"G1(+/-)"	0.0	0.4674016554902975	0.8582128226054735	0.17625625937950273	0.4519640345135706	0.42607008473192637	0.7050645341400935	0.49518043082249086	0.3691170609226042	0.8177542839828793	0.879819955305545	0.10532225393002631	0.7396416939092567	0.6389786417704983	0.07166710938621762	0.28533957276127864	0.04808170753064472	0.8134556780369152	0.4488912583095852	0.8622999171794881	0.445465569431966	0.7588872801779463	0.5602781418391287	0.4954000551425969	0.19771365548604278	0.9211736051027201	0.3439863453374184	0.40449382366718595	0.5537511817631046	0.029721078674133355	0.5940654387122332	0.12748069139313045	0.8710802903890086	0.5564252306274264	0.2643368717921918	0.397670056968804	0.0	0.9033258739818888	0.3940167431588976	0.505001841482324	0.0	0.819235151237867	0.4142877443523948	0.18280637413108525	0.4452722710641483	0.8307545580448534	0.0	0.4260945992685674	0.45915883739697017	0.18056222918738932
"G2(+/-)"	0.051392817963724614	0.23736867507984719	0.77816913081692	0.22555003358719555	0.5076153815945663	0.5482231069153436	0.7493746387977624	0.5239559015986761	0.46338688735475314	0.7811350046125403	0.8956661724121865	0.2332287959211073	0.8233668321545853	0.5435146974369006	0.04812692529385317	0.1804631451731296	0.0	0.7984877042732327	0.44762943750981626	0.8499822545860508	0.41808042886184854	0.7111200490401347	0.5455203678479479	0.6013040948750998	0.23843610307378904	0.8414028801739883	0.3522790754731029	0.4513217024798661	0.5598133749454485	0.01708042839707911	0.642332864452817	0.1214355450914919	0.86454698201059	0.5446297952063678	0.24205057005268982	0.35837668284939467	0.0	0.8997561605018478	0.4792221480409839	0.3748766748782006	0.0	0.866721920339439	0.4478092257439996	0.05005760744695593	0.4008376090956202	0.8341230999063542	0.015313016957370869	0.4500762409467622	0.3412651510938718	0.2067202227437578
"G3(+/-)"	0.03163430647712265	0.3966168407525365	0.4513332581441873	0.17799325240925892	0.40491528784507425	0.37817947618603526	0.8351874490661002	0.5174651135177255	0.4223450613760376	0.8542272185902022	0.8975153077637651	0.19330473176475305	0.8084905877641	0.6283182603641086	0.05387768870750607	0.2381292448294892	0.013068502264914659	0.8226272540737443	0.3432128527484172	0.8637014685115146	0.3937231545415094	0.7401182787128598	0.5825996956863079	0.6047080031446196	0.3357235651246377	0.8489351712897005	0.3210304936124389	0.5051769232525514	0.5449334687105876	0.0	0.6781517072330057	0.10905616661776721	0.8762584220223181	0.5303460088965104	0.20167339041395857	0.42630667630622343	0.0	0.8449053525982784	0.4051278547307525	0.528639403445246	0.0	0.920682571778581	0.4388741549935803	0.13327791585077087	0.43343912606014245	0.9294534338317815	0.035167170601792266	0.4563890974326083	0.4267438156086899	0.24726901452401068
"G4(+/-)"	0.0	0.3877372070397836	0.8590739932441704	0.16445948360649365	0.5716228169799381	0.3770323593620574	0.800443677705944	0.5028896931464674	0.4425707082104961	0.9018469141530352	0.836850841880194	0.09484597174676095	0.8687486901517452	0.8239428839480153	0.0	0.1587922142470421	0.0	0.7733954252184256	0.42007253479727386	0.8323129433885467	0.3873661616659329	0.7886374145363263	0.6378826363344995	0.5677157253511828	0.2887580522508833	0.9135417668771043	0.3687480352284062	0.4293384295832134	0.4454702425239575	0.019075298461590135	0.6250900537478515	0.1214922554612258	0.8382716586214533	0.59410276205693	0.18834306854693042	0.4723337336525468	0.0	0.841816878640502	0.4602551936811842	0.4908078136224035	0.08047911081149173	0.822408529950385	0.4754359774260234	0.19105764754690127	0.3670508084723258	0.8469673085971675	0.0	0.4635896090144469	0.3604905105951686	0.2585026897105122
"G5(+/-)"	0.0	0.40052591683222144	0.8564966669178421	0.16867774256419746	0.19828194682313485	0.452718611175777	0.7975665118289336	0.5601073214749979	0.4399509480661543	0.8378423450286835	0.845466736115346	0.10157026826232105	0.7660757359838819	0.5994678727323126	0.0	0.21314465975784025	0.007328789034046792	0.8333335419267011	0.4153594246036	0.9062715524871384	0.4582905309987871	0.7018315016421638	0.674364128644685	0.5722333545351412	0.21948714389826016	0.8650263326058144	0.4152425279682503	0.4975380931179163	0.602643119039168	0.034234448933027274	0.6564839569186018	0.1343579363910467	0.8459881393905424	0.5788053562827873	0.15684326241288193	0.45086506578826346	0.0	0.8469014998850399	0.5311343071090795	0.48706428977167654	0.03284483790856121	0.8188413039832884	0.4797318657686625	0.16539246840055055	0.3601997278830685	0.8340973286616005	0.13094778481864316	0.39820893690718373	0.45339952432025027	0.229888661293491
"G6(+/-)"	0.054015765236449936	0.40795548051756914	0.8466864772678271	0.22666414171589996	0.48948618199934857	0.17316618907954684	0.8302890939541606	0.5147177550772719	0.4336395720005597	0.8312059713637545	0.8691868722674538	0.15376946853666046	0.8351138795410462	0.6340108712180093	0.023712971866769683	0.2489529854481211	4.931326592237699E-4	0.7438976940505574	0.44398284373996544	0.8844947302326726	0.40653665559751756	0.7658162171696457	0.46976311834985435	0.559416046403268	0.25848781586962993	0.8366609531364257	0.3571790829270992	0.4973747128940616	0.42021344657806936	0.059150126870851555	0.6517046573007759	0.06977076861402151	0.7519579576484877	0.49083075304274554	0.14701178359189554	0.45470492430411935	0.0	0.8748824125050104	0.43130215756076157	0.3725097148527346	0.06093977758234979	0.8959281517004591	0.4753489917622268	0.12317925036527455	0.402700005043689	0.8264349210282463	0.09110206755909217	0.42636556808630843	0.4530631868629195	0.23306436761488583
"G7(+/-)"	0.044324175095210284	0.4662934581288435	0.8621007701418155	0.19857309425644695	0.4854776717664702	0.4470001693150894	0.42667513182792594	0.5058216132569494	0.4561850765272449	0.8743481063655246	0.8357911571772805	0.19791014082591124	0.8187874249585954	0.6616724419418776	0.0	0.21588120593474386	0.08364168793836974	0.8319703673095998	0.46043598360148535	0.8096611183339006	0.42050223977720314	0.7370684606407438	0.5400519498404668	0.5286466119056114	0.3030861484824007	0.9034735379467309	0.37023619038022954	0.48082190039182127	0.5345845937327454	0.05063048130147286	0.5992446233941541	0.10874010474516412	0.9130094426047148	0.5526017162002443	0.16531977218107557	0.5298735623415688	0.03502142345212577	0.864118940438727	0.42853898245886	0.44524268886268753	0.0	0.9038081474476573	0.457700109526239	0.13905537242425245	0.30659029001771526	0.8307661767460168	0.10364255311429987	0.40028135192942216	0.44295307074616164	0.17259072924279617
"G8(+/-)"	0.0	0.5243869122374366	0.864472631776931	0.17900278941014838	0.4326011243587919	0.4285950361249661	0.7954524542475689	0.26621277344970123	0.3969957439708568	0.8377687613074828	0.7880728352950819	0.12652080081430445	0.8022337282938224	0.6427775825768217	0.09452963425510656	0.2681559935877596	0.011376524855451603	0.7918215195214262	0.3649392088938802	0.8558919328399505	0.42358208445008905	0.6178008149447282	0.5234501774678233	0.5355868714332359	0.276467476132141	0.7917658624702061	0.3484878871144055	0.4712737512742493	0.6569303595243504	0.06762400482531095	0.6218757446962223	0.16796922722399857	0.836287242775877	0.48914933152230167	0.15544595890497	0.35878003683898707	0.007649022212467205	0.8919167067276779	0.49320636171521703	0.4293864235566535	0.0	0.8214191214804912	0.4040865536028255	0.12364891072769467	0.405285598143913	0.805664136536425	0.07420323864955455	0.34890189518507925	0.4408878271162577	0.19064091475478012
"G9(+/-)"	0.08689145936264556	0.411893522138315	0.8323399295343736	0.31916281046233974	0.43068969813508334	0.4470179206255474	0.5544252511274196	0.5233581826967958	0.16497953395417037	0.7873343899741062	0.903013512215054	0.20247322543377505	0.8486057989875144	0.5004469006377504	0.063520735810352	0.36276324993802644	0.1542019690515984	0.7672089142222539	0.4693654385468423	0.8848196787421874	0.41574789953566227	0.7814441958652519	0.5732533056256973	0.6786639896084712	0.2916026299007038	0.8924614639254264	0.36292739580632477	0.4478960757673351	0.5107796295793657	0.03690349999852883	0.6292792973814001	0.11900083322477913	0.8749885097949719	0.5392068422153287	0.2009538999152665	0.44240268859570675	0.0	0.9841589799412049	0.5253579435734472	0.3867190850487622	0.0	0.8903749498256733	0.5227749155426987	0.12794362429208594	0.3159391132808329	0.795349966483137	0.03800105590784628	0.3986530880789923	0.5032941659174623	0.23736834695150627
