"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
"wt"	0.8282826971918822	0.39283240756558824	0.45031332939752605	0.037405074775429065	0.8800807775805224	0.125172583593167	0.053306278861703124	0.6655007304720557	0.5398179050064416	0.7480260288950885	0.24784211268293485	0.4270729937911972	0.2771917199816024	0.05181175839260268	0.6133093306379073	0.04509721145367938	0.8428450264134495	0.8838243065731344	0.877992265128632	0.23798081536584748	0.07523343108267277	0.43089753651605434	0.7529831274254689	0.47369949104301223	0.6397077922421004	0.09171745003683202	0.7794112992771918	0.35090236960106325	0.03703283057687424	0.7223047723270742	0.841509522510814	0.7937200765928605	0.38400773041024044	0.32960645842613506	0.5789861109514857	0.07457934372856895	0.10090122163626677	0.766572663062488	0.2720717329258181	0.4095533342937941	0.45453994195156777	0.8301823759321392	0.9133612722373621	0.41045189943400673	0.6021462887600091	0.8426474361495199	0.36293395766356285	0.8432876175796041	0.5338344613533248	0.4181890281460187
"G1(-/-)"	0.002061382015584592	0.41934967165799886	0.3723513726634589	0.0915389189410022	0.9302695851563059	0.0658032218505879	0.10115196665407791	0.6874637038219067	0.4933048147586895	0.7225058734674371	0.5381270954356066	0.4112153785825264	0.22745525040409847	0.0	0.6907607684573742	0.032174746461003004	0.8484823121989369	0.7883941334235967	0.8781262840724342	0.16654599137586149	0.1227560002129515	0.4485378340083058	0.7466050660902731	0.3912085945381079	0.6894993276719639	0.11241285283693896	0.9041538157547541	0.3745934456213673	0.038370973132857936	0.8598884448740163	0.7852745435371351	0.7890674426309273	0.45178891151627476	0.372943999518377	0.6946080228056054	0.0	0.14977782042986476	0.8142692138525903	0.41425923866946074	0.4212433208130283	0.41432176280438865	0.826564443235229	0.8658617613744739	0.338297374108419	0.5494083444550182	0.8404069362238747	0.4668190426859999	0.7856038757107724	0.5669768232257354	0.4610826070473626
"G2(-/-)"	0.7047707969723483	0.012844559144123078	0.8242323833306077	0.052212642087454714	0.9183956199098946	0.01480203945000862	0.09469418223004694	0.6544427869053712	0.5049915471734846	0.7384831700934762	0.23501578522206737	0.30241087211422835	0.21476373608550012	0.007319468932814099	0.568195049507143	0.05819005053321349	0.8278126743446226	0.8333693034092259	0.8850348609585152	0.1919548954806558	0.1529081673946424	0.8493239387981121	0.7897693242749965	0.44453343752456614	0.7304115122578739	0.10900771691076494	0.8954958522162576	0.48985180797895467	0.0673715059806628	0.7371215739693336	0.7996113115838858	0.7566689028834503	0.3461896203446898	0.33523293822944006	0.7044127240084884	0.007159198292939316	0.16959114592192281	0.7904840896358677	0.3910643318109425	0.3461956936280394	0.33516437735099436	0.8637873335243408	0.8468301961708072	0.4025198131321757	0.5791541987960499	0.836140206409286	0.3702130416394403	0.8049808394477043	0.5328383907348069	0.44065519299846295
"G3(-/-)"	0.854908456574957	0.4072835160748595	0.0	0.03975053236987464	0.8555526978767123	0.5261918529452074	0.07649879717018476	0.17934239201293678	0.5881775116149554	0.8126155598646189	0.204010465757728	0.3865220579161005	0.14474626085493567	0.8736352557272682	0.6878545982093347	0.02205161559009192	0.8410665268134515	0.8227925958039807	0.9106104054405074	0.2692566573084589	0.06243122244762388	0.4995123399946388	0.8072625827949331	0.4835860108591385	0.7349729213390042	0.11153453712416661	0.8612750385347399	0.4606002231878359	0.04943514600203407	0.8647321869121609	0.7983274584216844	0.7563939473012652	0.40821882606763427	0.40035283391456394	0.738176192761831	0.0	0.20792137724830334	0.7904985514350392	0.6682492514377611	0.4126642438032944	0.32706384328635996	0.8152785976471473	0.8921552550728226	0.4075403903027965	0.5274680870518487	0.8958978910326663	0.3806636402066472	0.7867500641545624	0.5464312084487708	0.4921735584875728
"G4(-/-)"	0.8331394986773518	0.4956183729346345	0.47899457480248686	0.0	0.9005429133873325	0.17579931841446492	0.0	0.6566127214758943	0.46047310199136904	0.7322128901892622	0.24275277455049393	0.3188043951041103	0.23285681276391948	0.02557067482532527	0.6780400778699156	0.07534741960822411	0.8705187920075824	0.8437377360710407	0.8161097652398579	0.2843491210664886	0.11131985029752824	0.36336092367744166	0.8314319491169077	0.4046794009996258	0.7377033102200271	0.13338589468042902	0.8354591576380909	0.38614343851512917	0.05896953552376443	0.8543794456494669	0.8521185119634116	0.7416190650228743	0.3774991075152128	0.32226062951630885	0.6710423735060311	0.0	0.15452738349617426	0.8468461455414983	0.36416873915171255	0.4189855151951941	0.3571734726422493	0.8082025260799962	0.8277132231981431	0.4708292927181657	0.6138487355087052	0.8179834758852426	0.3039345171268134	0.8746955195531002	0.5380177776890881	0.4383473490812968
"G5(-/-)"	0.6991999064673121	0.4769526789099869	0.5047075809627654	0.0	0.0075776778479235835	0.05305719342912278	0.09799402871275928	0.6623585585895262	0.5633434798522471	0.7925562225371953	0.2147963223565387	0.34055804697527975	0.2605354721501202	0.0	0.7266989640317338	0.058185442553017844	0.8375228344179676	0.8337497689884051	0.8607333449948978	0.19183919889496778	0.12592131441136847	0.46759799911265365	0.7742597344066597	0.42342188792692786	0.6826529352919749	0.10652266300451828	0.817271874244893	0.46819046304508	0.0723298233752292	0.8652639585267727	0.8542197150056086	0.828462491510428	0.36105022390934066	0.3522074319335758	0.6553119613386649	0.0	0.162535488997736	0.777090005335669	0.47860199710847373	0.4052745722906916	0.3731931655610403	0.865848150569286	0.8702245535805889	0.392738688370917	0.5609676389364332	0.8055539538429133	0.3782147213514389	0.8949910440762437	0.5520393364434473	0.4339374569472924
"G6(-/-)"	0.7808646483174748	0.5080250532627997	0.3788511591203629	0.12944293723148548	0.8546526786760483	0.03578462906652797	0.13938192042502384	0.6872428376829401	0.48180719573137587	0.7497830053768637	0.23021704362829534	0.32848145133295514	0.2561825510387754	0.0	0.6074683864896722	0.055206462086092395	0.8715232775387589	0.9254542629838408	0.8022694070991472	0.25233658517953106	0.14972452812073345	0.384765540801963	0.724399482341397	0.5151285266193774	0.8297142072923945	0.13070865099775333	0.7346015420097165	0.462807336386291	0.02245579270533628	0.8797804229715466	0.8591490111798091	0.7835474874295212	0.37886749599026753	0.39449597104133827	0.6680076535812945	0.011302664116815958	0.21824406371612268	0.8287255875574082	0.3859388188288158	0.37739519471199123	0.415285419558101	0.8458312368259737	0.906967599209164	0.3815696837388217	0.6102635086714356	0.8344286721525881	0.40651701912346655	0.8849243633721572	0.5734456101869735	0.45437793107406843
"G7(-/-)"	0.8602687887393017	0.48413818857774465	0.5084389689161366	0.04017687017941791	0.8902158169309454	0.02486394692835502	0.0	0.6780769668906641	0.8718102082660243	0.815759658232284	0.72220889485446	0.37092375119865817	0.2782501700253625	0.07958149685658288	0.6088755833888411	0.03616358549311209	0.8386505787763661	0.9338523538523399	0.8524420566047153	0.2560357883096529	0.08391858810921862	0.3680475970712545	0.7650960007779277	0.5467469871087236	0.7223842984805098	0.14420493430035702	0.7533338140820611	0.37830774294468056	0.025125863159939803	0.8378541531801481	0.7769419935275275	0.7876717838641105	0.3378527445428052	0.2823032046499589	0.6015585366170744	0.0	0.20669775423409756	0.8180627941615625	0.38519689354352527	0.408439206244745	0.3799459270042061	0.8406724834184707	0.9178930557193771	0.3900969154838862	0.5866584814398785	0.7294170403545375	0.36024914388385676	0.838752980794436	0.4832637179547458	0.4651399928842488
"G8(-/-)"	0.8733691620040406	0.4495241893505294	0.45358840257468347	0.0	0.8223930521845229	0.10456229593473583	0.07424177286100747	0.008419447624222424	0.5342547255020671	0.7429007285772288	0.27929046371439675	0.36397713087908756	0.25224766854124286	0.0	0.6150524644722871	0.04324981215714375	0.9021967586816311	0.8745058441577169	0.8894669294706624	0.2654239374542071	0.09227011966144577	0.40761945761538654	0.7189775738663313	0.45364867326600883	0.7956210932592995	0.07316841387416151	0.8835451130796674	0.4357281317120686	0.0	0.7863997035557426	0.9263613461811333	0.8674468546459835	0.34338481032541873	0.2849790126143799	0.7241298598396891	0.03993207331283334	0.16648218341308485	0.8252724272557115	0.331934303633963	0.49745507110601217	0.38218284711077727	0.9434702708001231	0.8356241634881268	0.3838520337706379	0.5929167233717237	0.8198932755247182	0.3660087183149938	0.871921085773784	0.5422516879763335	0.4276395451521196
"G9(-/-)"	0.836331682032667	0.5052754697079928	0.456170358047974	0.13523883337014092	0.8550455984686758	0.05299153969768721	0.11794422181976373	0.6745679868247675	0.0	0.8290497900405378	0.1788850177922991	0.32456743270586774	0.23249426454200559	0.0710525258398823	0.6930078520651471	0.0	0.8646861764938955	0.8766894340985025	0.7943175097400188	0.2581475301437477	0.024594438590263227	0.4012634092879013	0.7832555892690366	0.46020386711433214	0.7435835705517366	0.12007910742822976	0.880336833742597	0.5207606399969708	0.057911746432827184	0.7611334979139796	0.846722490791166	0.7727219805318545	0.4008589301160457	0.30133082303948894	0.6693268798772316	0.0	0.07537835679595702	0.8219094466690525	0.3450094428840672	0.38930630570836106	0.4392911600334758	0.9227145575834467	0.8715534961765439	0.4709012441917576	0.5570955857541956	0.8375895214112231	0.41556540484370563	0.7432710922585526	0.5150275509768255	0.4331686354094889
"G10(-/-)"	0.8156337984191921	0.5310848662978697	0.4255254781532674	0.18409105858907054	0.8639833239978679	0.04624260439087837	0.013644401187900166	0.6769838614408071	0.47493899019945995	0.01787240123248693	0.2909339715145308	0.35394675325143543	0.27396414846589395	0.018751007358898782	0.6562782862879544	0.06791547451700865	0.801272761576413	0.8169369441906893	0.8940436723782502	0.09346266722434281	0.03855403026777058	0.35123276336902765	0.7579401404254603	0.3527299384756428	0.7717356578521779	0.085199933839925	0.8819406988452472	0.38094573027735806	0.07544845308898568	0.7887753332631017	0.9120898558036961	0.7342629000303218	0.3764130671638861	0.34599281390989794	0.6240273653895413	0.0	0.1328219735747043	0.7777288643269865	0.33129929056517365	0.38715907827350066	0.340172043857717	0.8976495925121399	0.928343404131928	0.43185326574222516	0.6043696385546856	0.8539239026369675	0.39871951346649537	0.8523320010160902	0.5012625897118699	0.5341852090202089
