"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
0.0	0.48874842610774605	0.6118631123985973	0.06864877457023087	0.8458366538838673	0.5968987624736469	0.6719663572251318	0.7891620940724213	0.5112197964952848	0.6238797300409562	0.7083089424280646	0.0	0.6685688967821225	0.07006563478028867	0.35632383750729874	0.13081659980232815	0.24361968640883663	0.6796759216933819	0.6330066049596308	0.7776249981124816	0.5818332997283374	0.0	0.3900524563017439	0.19486044809506006	0.2083875048594242	0.17930712181377106	0.2846818856604745	0.7934572434774255	0.09021115803145591	0.157574471523516	0.49936480441964753	0.7197203708327359	0.34843556480699717	0.51687731477078	0.4570284691635546	0.5373442900514259	0.16570900326179877	0.39366348734748247	0.5810071943320066	0.6703551500016662	0.6024783872960018	0.1775643485061099	0.46143214017051887	0.6770455487377957	0.0	0.27206058153604745	0.7615178143773058	0.7945340680525848	0.770736720277112	0.8553271275390525	0.006974107720370605
10.0	0.5014826631238549	0.6090723575353546	0.13518926388233687	0.6856980023734807	0.6290656626023375	0.6251004249054348	0.6002769200698034	0.5898801085318778	0.5969991388704246	0.6201971561251767	0.09894484524804655	0.46867674339337556	0.12730244025516146	0.364664742291552	0.28576298410655204	0.26234455412088753	0.6730909451390275	0.662321345099483	0.8149782897016259	0.5566366766236752	0.0	0.41009066683001943	0.14208631449700376	0.2894556433881552	0.31236207703705543	0.28226976936186265	0.8462852552175494	0.10069628183355255	0.18244709605117818	0.5707928740336774	0.6425773262924649	0.20626425299373388	0.4511404498124315	0.48415372274985785	0.5657045370018021	0.058372099266121066	0.3708673194013219	0.629458437399987	0.5716296745832619	0.5516274970781208	0.24096002599475355	0.5807465792638972	0.6588949649238793	0.14532823519226234	0.41784457296949806	0.8393535786896201	0.6991093633626971	0.8548305956962461	0.7395351891480341	0.10760203413854771
20.0	0.6452293710944396	0.5572407089932768	0.19015284223569107	0.5168735958476763	0.6373951842672351	0.6323578078483107	0.40372881818327333	0.6380481970026907	0.5953271720677731	0.6333412129774342	0.08482393907745076	0.31589840751467585	0.18665293156603857	0.35047451246396966	0.4211395321424134	0.22836742208563401	0.8079546758629758	0.6348737258671209	0.8817614737807409	0.6354419415747691	0.021659182839076082	0.36875167998527864	0.20921771317227655	0.24883344843529	0.33275875639853253	0.16890876471979058	0.9288312358354438	0.27045120526628025	0.18959159407961676	0.647897777466481	0.48715572262716117	0.3294802667637968	0.3029022426853697	0.5243424338194795	0.5387118820293101	0.1175019181063754	0.4448298180062322	0.6365448070130734	0.5450373488990051	0.5296493464967609	0.3102640688137066	0.5867097223319324	0.8191239154935498	0.07958154105850233	0.5072975943815686	0.7872899445026569	0.576374342383824	0.7665977967610452	0.6074413608215169	0.3234285975025831
30.0	0.6676095481639114	0.5934896106938964	0.24809969329272652	0.44895635408854284	0.7401666064141899	0.6594437500688466	0.3019934231609046	0.5962652516175038	0.5800036496677856	0.6405840849052961	0.11376021595695335	0.26040383924387533	0.24948406105403018	0.4712666916943746	0.4022396548278219	0.21319563660651017	0.777549706944739	0.7050379234430513	0.9194590205802159	0.5553452066947732	0.04336913151658632	0.43984253079130425	0.1503934164441268	0.23571756245713973	0.3846836109203709	0.1615845626793077	0.8710099799352382	0.29833339952803645	0.1557903636122628	0.5985833515891933	0.5291298520946943	0.36942303881398886	0.3583841177234719	0.4016361257195909	0.5323337351177272	0.04811497563675172	0.3889882184717818	0.701055299888441	0.4923682690537206	0.4726296634657577	0.27145771493753923	0.5450469622369966	0.7904217834027363	0.20714805228516253	0.5949011265532648	0.7828566572146541	0.4195184013298842	0.8836908992041832	0.6020737487396777	0.2559553962538606
40.0	0.6786784296047879	0.5140881446567537	0.34436019317871736	0.369374783503571	0.7674367074600975	0.6365701189550701	0.2589647462339274	0.6010092851432769	0.46775017787910267	0.5540715438463324	0.14274144805721106	0.302372202135566	0.18444120493348345	0.27096008342692723	0.642356537460851	0.20003657289405014	0.824603789522436	0.7886851305215116	0.7887041831163863	0.5475994703355891	0.03580342198735561	0.3727219069691105	0.15178211299526198	0.29198959376909356	0.47842295409162966	0.11508599239423305	0.8674234762899472	0.20343191442156058	0.16698099479644612	0.6967269575641544	0.4907502646154492	0.4972142006429561	0.2946506935192546	0.47317176149630735	0.674367593045914	0.09359209307417235	0.3428376284971013	0.8133626986688134	0.5536608585618534	0.5000287701884794	0.3351220070735285	0.7315385777514841	0.7626350414980371	0.08994352098349437	0.5428024042187516	0.7281490683142088	0.39971174208612764	0.8145216286975692	0.5611297110585298	0.2356257990228834
50.0	0.7492668927673869	0.5621816014914699	0.3085332343373385	0.2563705017766599	0.7764805084390152	0.512108535617657	0.18623938860813902	0.5890556239212402	0.5151447063027781	0.4993604905963705	0.20822158357864892	0.31789978484001585	0.19163920725943126	0.31667708957490215	0.6141756317361806	0.1581107440099899	0.7851871585128803	0.8023675225201435	0.824645974866825	0.5387470797906057	0.14112522364538585	0.43981448024459624	0.08476392281379544	0.39344949461900036	0.5354432921746948	0.1486621147141448	0.8632986298098235	0.2540208607479739	0.11362668610820152	0.7960674112824617	0.5274689481391012	0.5126083923435468	0.25975087869200875	0.417764855217678	0.6129857308718982	0.023603072062127594	0.2917654148649997	0.6920220376079319	0.35004414281401147	0.4960576585290593	0.26588582749267387	0.7941355832670317	0.7916325824131795	0.17192570596150908	0.5742868671261847	0.8318458760187916	0.36105021148362365	0.8047831581799874	0.5796434842166035	0.34097203639553325
60.0	0.7647775145920535	0.4506935613987919	0.3373473779053885	0.2755897692303155	0.8294833635442933	0.5136487480969809	0.176402444483892	0.6692921058419729	0.4296880535651339	0.4925022876670529	0.14368111266480604	0.2269830044784887	0.2301031491290912	0.24300338961881504	0.6330896619924796	0.035786731629096284	0.8635185552707337	0.8440966523149265	0.7846072070868846	0.5583724150773646	0.0	0.4684828218498754	0.1002916416841542	0.42924768337979685	0.6189313183924798	0.08461172467968209	0.9021513004755722	0.33455895702102423	0.11206525105199991	0.728732451471145	0.6361528629493776	0.6200489326881068	0.19631953767092974	0.3924563113168525	0.6935363219578212	0.033880644317543035	0.31747301557347635	0.7392104324130222	0.40799624678022683	0.4667847368926941	0.23349234010139175	0.7576844237385104	0.8469288386575825	0.16399120119291194	0.5988754223090941	0.8120400544167985	0.3734323991798987	0.8253957598037365	0.6507176896198625	0.42458098215164086
70.0	0.7816929731669268	0.5474604487953529	0.2838971377539614	0.17189984955393822	0.8167970936671773	0.4482765737805692	0.14330703849469692	0.7208970508921839	0.4898145473153036	0.5401130406341366	0.17515379342914084	0.17186572103252445	0.23979845272740025	0.15727379949312023	0.591852144970342	0.08511189708266188	0.8486485959642599	0.8202267821848757	0.8286037621116055	0.487131691991806	0.041763361799689286	0.3949323602798502	0.1655729365625137	0.4023413536480401	0.6440574759711103	0.0549028927384062	0.8753778926954513	0.3163021365687158	0.0	0.79436401043948	0.6113672175196846	0.6033048967475376	0.2255630560925208	0.46101861596364446	0.6258249393045291	0.04374565857997137	0.3462671749236954	0.7623418227613835	0.40579902346064195	0.4421028365864726	0.22578431435205767	0.7967112254540333	0.7967376617453091	0.23134012784549488	0.5603182585895529	0.7848089629209866	0.355567693425244	0.8381135676558223	0.5486918605948353	0.4530960485457616
80.0	0.8498013927640905	0.5967777946188972	0.3131037474429189	0.10627916588030073	0.7705105607723566	0.32275651755082674	0.1545843238382176	0.716839712055196	0.44574760341068087	0.5091218604664886	0.215859876271003	0.21664656692641848	0.2828089854898379	0.13541202341335964	0.6448584106644539	0.0872339445772951	0.85167146894225	0.8906815291500704	0.9213833691148423	0.5326656115115493	0.12101729285302565	0.4578604434754223	0.18147065738449863	0.4104619541485176	0.6553951539325266	0.04755541643047204	0.8448392094650543	0.33815250858003615	0.0596216368702994	0.8413170419824778	0.6584579752272396	0.6692597654374344	0.2258888471769321	0.3666772825466489	0.6448597931996594	0.01216954311505195	0.2747064240431772	0.7958240485108462	0.3697925761450409	0.4345356709362713	0.28634631004715244	0.813282328320409	0.8381792169751974	0.28302815318364166	0.6236356957171086	0.8313904460421968	0.29572045525424606	0.7807009865568133	0.49141441142382997	0.4582656005499701
90.0	0.7861869837597811	0.5214742889900261	0.31595371700855535	0.23051018390226374	0.881424325520746	0.24561462312743998	0.14644905360889027	0.6471180201889549	0.5057050586812805	0.5395255730690905	0.2303110912480306	0.2171375060775866	0.26158295089593653	0.22206547541202593	0.6576612580710811	0.018600976206722842	0.9407701268930162	0.8408216003863082	0.8530047782153428	0.5514777876724687	0.04109959176635388	0.41086353771735157	0.27109165334454	0.44800901185258163	0.7066968863227877	0.04181927808177801	0.8126097016707845	0.30200429829839354	0.07219142900383736	0.796738182084551	0.7400779780201951	0.7672365910711765	0.2417394377120683	0.3598050533670158	0.6623673482371826	0.03585582088777394	0.30632724460205374	0.7848175643773763	0.3700471307085653	0.41611035281005815	0.2727143761194188	0.7401966985519928	0.842946916873909	0.24969929606184033	0.5512048160875085	0.7801837011987532	0.3021000850984874	0.7893911692544036	0.5439422439702143	0.4459085089416624
