"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
"wt"	0.29789116205108285	0.38545834303478554	0.4742512976024043	0.7333933220906926	0.0175787263604781	0.7607428847726943	0.33891610605990546	0.46546043213691163	0.5180682770478472	0.0	0.8607480509519926	0.15003666856190598	0.8870527352758745	0.3720060480229366	0.4301642600030433	0.4160753871646301	0.9137649480417867	0.4381098609108572	0.48269034165898667	0.47312381224004096	0.43966864144392764	0.3604664912279066	0.6520168109258635	0.5760285437297219	0.1667056780107685	0.5468116047480565	0.640819663718717	0.41919564240161	0.8670390592698789	0.5504630823849465	0.7504097907136992	0.4539691486552451	0.08118251543665704	0.3875415379511036	0.4936228149171164	0.018271932556604736	0.0554735226801476	0.44610701099703465	0.8852801542714153	0.8058284154312949	0.3888348796438179	0.23441068447289484	0.22816078411101456	0.2719486680465583	0.21996198492988714	0.9150822282926626	0.8939940996239287	0.4085645830884553	0.15582813384530533	0.8413365795697002
"G1(-/-)"	0.0	0.36398349209039305	0.44278139913629416	0.8829702579586611	0.006608702688891646	0.8027416207981869	0.2845133881520729	0.3305786992505145	0.5942270747226663	0.11572329802828518	0.9109697622918455	0.15690285211666063	0.838539965651227	0.43849488145945387	0.4183295788804432	0.4036610272190061	0.8119847453695156	0.3874287374720159	0.4378552035616429	0.44145705752404607	0.5051323161353954	0.4061665908256807	0.7121272108690873	0.5801901433400735	0.12817371603821318	0.5121747875638218	0.6626648504593232	0.3442855230090918	0.8766949889431804	0.5813862934558043	0.7180142619752328	0.5202153871582296	0.012673102984582815	0.34733242230967803	0.5618125281670846	0.0714305487767268	0.15849244222824233	0.4134640209931336	0.9057326939247047	0.8396646497490917	0.3311474369720332	0.26144476651526166	0.20729980462989853	0.17801812003482875	0.20790699993324113	0.8620663768277737	0.8807655572115122	0.40683490729813565	0.08089742933543986	0.8732346183772679
"G2(-/-)"	0.5852943171932427	0.05080823951081085	0.8633060697937686	0.91811847035752	0.3637168876319798	0.8870548010509848	0.6167424383767933	0.4089841145288879	0.49957671562517225	0.049356528554681575	0.8641993446128151	0.15104465600090838	0.8232368161668546	0.4192060123365253	0.42217658254232576	0.4735333766310726	0.8756457976737517	0.4187273932976001	0.4451736209432921	0.43639367010256314	0.49893313008427287	0.40990577524529365	0.6854175072560692	0.5405627687672971	0.15835373560389893	0.4669002300013821	0.7221668835333832	0.43847816468949724	0.8156033850045608	0.580721710788971	0.7740548977421358	0.451606865569794	0.0	0.4885595769068207	0.44857370258038376	0.023143833509053687	0.058608361724568	0.4033262778787752	0.8587474514668685	0.8164019123343316	0.31547597470830846	0.23562362458997319	0.19819937985452876	0.21659402435460656	0.19542430468789512	0.933687103172682	0.7579332616463106	0.34226071323645507	0.07814493236807404	0.9060011859318872
"G3(-/-)"	0.2968076700396226	0.46722022858888845	0.0	0.8684224617076787	0.0	0.829268723968947	0.35955935869022937	0.39793284097036785	0.5263669010866825	0.013149278730587475	0.812640535781298	0.21160002658002655	0.8547814971636282	0.4022461525927981	0.42683317106478447	0.44894939324425864	0.8896373253355484	0.45510043821438484	0.46357269649170824	0.4438448244806136	0.4388975035010881	0.41841891232882156	0.7131245092945485	0.49771918357421735	0.16405193951710534	0.456512981690167	0.6729074905289006	0.3586402162241981	0.838220191429166	0.6104179074170453	0.7490053435618453	0.45582846880087324	0.033483232960872376	0.4721052936713536	0.44456704479769943	0.03177463367809986	0.1128340995349556	0.375265168005371	0.8691648784899072	0.7811949749050218	0.39841860754623043	0.16816515476239405	0.211241605227977	0.2600633661738028	0.22713046235257653	0.7836453272603373	0.8796638637664472	0.5009263973551691	0.23102939220196347	0.8363590616257466
"G4(-/-)"	0.5958675056921016	0.861551252433285	0.4570035514039997	0.0	0.46839726600690007	0.8118788606562002	0.06641233215618329	0.37693253358242657	0.4712440651031561	0.8209019380818431	0.031211028894868084	0.9212098571803187	0.8748842021979673	0.08890956952879843	0.4781826230706424	0.0	0.8806979192123394	0.3692858326206434	0.8355325378644661	0.421369745120746	0.5200338707328939	0.4286861361355442	0.7099694889276196	0.5297532878542477	0.12330867848850172	0.5667379450017788	0.6642008033204176	0.4524532052585633	0.8895677666428231	0.5789826424688266	0.8256180050584245	0.4436667859428651	0.06218929410465778	0.3217412830821793	0.45292631249414705	0.014992038295920246	0.0	0.4289751332465591	0.8453719528054731	0.8100667649045875	0.3372221299613379	0.2879801550074344	0.3172207712937892	0.20764503530315992	0.2854568470615554	0.8973833953433574	0.8951409433578259	0.42499323419710444	0.15291737411105785	0.8192885017095344
"G5(-/-)"	0.2011390899792753	0.4571611484244642	0.4389570960677655	0.800587266506671	0.0020924228864133833	0.839605224843794	0.2325348264246947	0.39214099323613744	0.5648712787726308	0.0947530248758365	0.8815259496301159	0.1232802747401759	0.859967454286959	0.43758211625547205	0.49633047300470035	0.3650885507384628	0.7985295790893318	0.4886785506355463	0.4673046994883526	0.45248363630147165	0.4896499381724965	0.34087487915294445	0.7915862350620001	0.5466228780555972	0.1456306057348043	0.548606470915038	0.64513426666318	0.3748390112467883	0.8878689767801938	0.539304806376415	0.741606019568392	0.4274812021685338	0.08927388320580058	0.40242895823904756	0.4391085641865857	0.11016881729857494	0.0013084541303066593	0.4789667623932904	0.8511095941049138	0.7716749104626239	0.3990841607597285	0.24303930215861258	0.2859104536935341	0.15039868825591146	0.26063453796179065	0.8641690660487253	0.8180430439447427	0.38271571839233803	0.11251030982979514	0.8555150325902892
"G6(-/-)"	0.29586498169904835	0.49668026863578907	0.41625316846996346	0.8857746385011473	0.06259541887722649	0.0	0.31910514007525653	0.4337120928277234	0.5514943171734102	0.0	0.8484853521847451	0.13693028241244526	0.8192942628539586	0.4764870809841804	0.5483472824503496	0.42653357789102236	0.8656777425696952	0.4407044673967693	0.48421691927043353	0.5191741440959509	0.5006085893918234	0.38918230287859595	0.7224794796937811	0.512601215242965	0.11241603140140854	0.48782229805695815	0.6958667399590374	0.42302045058999943	0.8436557946496274	0.5654638841931554	0.7247584231431212	0.46833287169749793	0.0785384921905325	0.3889496579712919	0.454133376359577	0.04038513810492643	0.054075364211385354	0.37816664179898857	0.8493363395735103	0.7801711340627543	0.4096955467860213	0.22867139468259864	0.3371266289920679	0.1956122970031326	0.23726976081939502	0.8018124026208314	0.8499292129691155	0.4834219232565883	0.21555945706937624	0.878953965908904
"G7(-/-)"	0.2130095017838716	0.41591989778463223	0.46658800327367483	0.8904214457678392	0.0	0.875770764036456	0.04044489955788757	0.3981487986950798	0.5365721370988756	0.03555669601941055	0.8654840811693275	0.16246465905825652	0.7495484541142738	0.4291993575646748	0.45609723305962413	0.3636669235171169	0.8145114363724989	0.47504847409931183	0.4144682507567851	0.4621375077775772	0.43025542517634296	0.3788483444865581	0.7476044876124915	0.514441845643523	0.20044427269216838	0.5589701171766468	0.6843951334190396	0.3252482082366353	0.8690365569703362	0.5619351027618047	0.7630960030539492	0.521788715853098	0.06194521405729356	0.3681351771901908	0.5213920497230463	0.055313932076885605	0.08177573905754422	0.44185872935855863	0.8413074818035803	0.7750005454337489	0.30658140355854335	0.25615353598818064	0.1919867022323037	0.16742807010026822	0.18565652015038456	0.8024719330340971	0.8699534260698623	0.3813455072636275	0.19362140540986902	0.8305028933142685
"G8(-/-)"	0.5924047464824191	0.4263917076859163	0.4887518052899012	0.852741085726732	0.0358387816688571	0.8307508948329836	0.3147080895396439	0.03845377719864607	0.4455079234317253	0.04863076009818937	0.82258566703257	0.21023127239683312	0.8635622022701099	0.521996712728458	0.8947793684946838	0.3864595675130078	0.8677919278319631	0.08424280340635729	0.513824726172667	0.0	0.8589797146063123	0.7596885306108263	0.04480086165593857	0.21932848473548108	0.848816140755902	0.8359898664726838	0.08650447150721136	0.44065405055865	0.945709403958684	0.2900356068222716	0.10559102093442224	0.443678327098472	0.038272636401537025	0.6341224680706187	0.5161849526638002	0.0	0.17561147307732108	0.43042116115461504	0.8458680061860151	0.79904325060449	0.4323781078852891	0.16048213485262314	0.22648678977543185	0.209229371622856	0.31469760441201783	0.9221908513786923	0.8736726516113393	0.5497115789877882	0.5398811189466945	0.7800577160092386
"G9(-/-)"	0.4591847567429146	0.41421688956711267	0.8370424299761423	0.8500354394485171	0.0	0.0	0.15214050194115702	0.4513011720468013	0.0	0.02885984741108009	0.88878130734786	0.18556005128192726	0.07715952483496732	0.46192374389214275	0.4980854580327671	0.4498320999578732	0.8984743130810123	0.39470484138611195	0.4772329366786723	0.3981149842679383	0.36745038173027667	0.4262799071340416	0.7768364086487692	0.4027849919205916	0.10660814812223564	0.48406061277677476	0.6821164975347573	0.4730004359658832	0.870156332934423	0.5493712567773457	0.7885712922432486	0.43508345438265933	0.029992696479397347	0.4622767080353124	0.4985997935435901	0.0	0.06196209339263717	0.4953367511793504	0.8773712770138302	0.8899708446227994	0.40636163518133755	0.23483892209546298	0.2461967599919159	0.2069770912440586	0.19605016135321518	0.9136587661116816	0.8607591639751777	0.4028056404450144	0.15663877864848033	0.8188514526837897
