"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
"wt"	0.6735298628927164	0.43334835264475735	0.1900765217396213	0.24735291140835525	0.46188023071086404	0.4362084196264872	0.5389571766401674	0.05883047822917775	0.020750228593263673	0.06567870481522613	0.2823364217636924	0.24620560052805016	0.7781875213569533	0.2473485947755468	0.1655120812235833	0.5838547468115632	0.4033572229718187	0.08990786861601294	0.6199805757037407	0.6383907890811105	0.1799471940004511	0.0	0.36392117657037965	0.23118585258102825	0.7847645883953173	0.45461043414827584	0.17430131871534268	0.5975743751803669	0.03457592905002044	0.3239353300506529	0.7048061199507141	0.5154271148892684	0.8288600717286186	0.2884268464348304	0.8258055711998791	0.6620700123259563	0.6966079246928005	0.7551862099793833	0.052841674529369845	0.3174179489829112	0.81219420161317	0.8444387828890028	0.5068754910518292	0.8379029216957988	0.751136168012342	0.44374811491406146	0.37666895016621965	0.5746353470884027	0.7278724565352971	0.711306939647093
"G1(+/-)"	0.29875355183170665	0.26515997892052057	0.1403965894166914	0.1940612521408129	0.46754558915662103	0.4500249622550683	0.5737529415819419	0.056997836340992855	0.0	0.021066892459938185	0.31063572417455004	0.20488050183020864	0.7796382167592977	0.24150811441205167	0.1991801254911046	0.5171955366748227	0.4268700909236042	0.028634489200005796	0.6141012883508327	0.5966192528564795	0.16661111082998045	0.009121871188208707	0.44530583718448824	0.2165983443446103	0.9000408666628824	0.3995521144289127	0.23663573102167354	0.5414105384324437	0.03794132858212499	0.33164641482683965	0.7930188706380806	0.509771878212426	0.836823849030604	0.3468644174327381	0.8465183418980117	0.6126540041335159	0.641487320057208	0.6552922486051925	0.0585557624207425	0.3222475948134171	0.852732978938499	0.8622334739885134	0.5048779726140413	0.8488564383978787	0.678074949549864	0.47682495763530536	0.3770846822683733	0.6260737096410424	0.7308687001477288	0.749191914710573
"G2(+/-)"	0.6370217057846187	0.17380762273436484	0.13472638382443955	0.22149964915584155	0.4210365872088367	0.4763691198213877	0.6000163179836003	0.054700508127953004	0.1250675321438478	0.0	0.27668878773408717	0.1917909535048696	0.8237453346008139	0.31694231695972247	0.158203809296462	0.47080647915843565	0.45318572880071467	0.07258585479958199	0.5249379988964628	0.5232564034355582	0.1334792186498441	0.0013111574989023622	0.44104180184232766	0.24715330905062527	0.8624478989430532	0.4891791789003847	0.21241029654693247	0.5157843344013373	0.0	0.3180054536754182	0.7527959088019609	0.49794281198254986	0.8511935717046041	0.3416901691454457	0.8348373495621185	0.6193955341001981	0.6523652453989881	0.6929788630879754	0.04587165828474532	0.3042242026200169	0.9012525821565971	0.8923110348005433	0.4879001986208939	0.8172111096821048	0.7760213941861748	0.5185402984636748	0.38742661944353207	0.6238940242756831	0.7139823633481143	0.7142562200073198
"G3(+/-)"	0.8596039144037898	0.3960456807418752	0.08092144574507326	0.3002411461502493	0.5309084574769022	0.45179659814486406	0.5588085271909403	0.10917860705147218	0.0	0.0	0.3578155954658285	0.21297331681845344	0.8656035727925929	0.3455304736241769	0.11411473895978942	0.5544451081446305	0.5052089620177661	0.02947455595388842	0.5698127849370924	0.5248670024577007	0.15272314381567892	0.03916617548344268	0.39824422722624536	0.17574780987611618	0.883921777158782	0.4471333544663659	0.20312374060555038	0.5399071233911085	0.035432555401306576	0.39550112564344453	0.8270961867457811	0.5100246355942193	0.8059240828926719	0.21683199489444413	0.809557329286016	0.6646411230426118	0.6210671359546198	0.7085169174242256	0.08179981240502066	0.3504901204183011	0.7613102496603776	0.8987196973479734	0.52584198053767	0.8448206216599851	0.7080202938402069	0.41554403948995516	0.45520829448388533	0.6729885697078327	0.7773515157028914	0.7188353143652856
"G4(+/-)"	0.6193406696629199	0.39021501066913633	0.365924374601782	0.08199556078671358	0.49187115736495374	0.34674268012524684	0.5650024706976531	0.0	0.0	0.0	0.3320107444177239	0.2329297063167774	0.8515731753665243	0.276377865513592	0.0916051323671803	0.4956514709205345	0.413090410219952	0.0	0.5748648547526282	0.600691430339876	0.15951820399817435	0.05859218871205668	0.44504198102742887	0.19637382667424183	0.866591465334396	0.47425630198009794	0.212853508263342	0.5526364698557671	0.0	0.2851517446002369	0.7272649873319927	0.4891499214419187	0.9002455543913165	0.23285083451392807	0.9135618325136092	0.6464661875088874	0.6260339085432638	0.782833618272246	0.12383947118877589	0.4345852221994614	0.8039316726684761	0.8391373302780657	0.49809929894729377	0.8334668266792526	0.7976896422064729	0.4198298634910238	0.38211065325639676	0.6574850217913301	0.7341596281711298	0.7665506234332008
"G5(+/-)"	0.6428286796436501	0.36727828439373134	0.17586249188006445	0.2072939112202133	0.265512940456454	0.5508857907349225	0.5917054946384922	0.16429895445613085	0.0	0.04587580602848419	0.2795451391007536	0.18935927784670187	0.8204629778976956	0.2864084917539066	0.20180512950269672	0.536526869461989	0.4623972938427726	0.0	0.4858832655362167	0.5964911653483111	0.12291815512755332	0.0	0.4224953348360777	0.25898545426466235	0.8259143515649225	0.4813806020590484	0.23013608224604273	0.5868207104206453	0.0	0.355394732458578	0.7701244211671985	0.5516686131578185	0.8111418799779295	0.32711984754182055	0.7916560657261341	0.6785935910960645	0.6172697871026998	0.8050722158391166	0.08486576960436545	0.3969446308215184	0.8576111461937772	0.8948372407727525	0.5031290046847915	0.8277903972113113	0.7078912959721846	0.5119936536695681	0.3746286807666394	0.6647147542265956	0.6698624344224203	0.7398833712759872
"G6(+/-)"	0.6902569492510554	0.384810615082086	0.08609532138958176	0.2179315646607768	0.4931157566172454	0.26125244864140273	0.6946160386926092	0.08415574990632772	0.0	0.008199985955339328	0.28781057788118625	0.2883490242346088	0.841757522715368	0.2989496250596035	0.14254818805122263	0.5052463196274457	0.4594614537045169	0.05732556962466715	0.5123038926603796	0.6245672691468548	0.09526004433841853	0.03190691456418343	0.43624466520307414	0.20543718010518663	0.8515262894519289	0.39808829850519534	0.16113953669767253	0.6174463947800711	0.0	0.3232523463804091	0.7450494197706472	0.442212757097959	0.9135087300508874	0.377806138332537	0.8441085504002311	0.6401884864637248	0.6108416429722304	0.818304607377319	0.06720638002774881	0.27084346148413835	0.7470883328634889	0.8916251305237557	0.4932712235009888	0.7532252953708355	0.6663151190484462	0.3748415769876613	0.40819652212339463	0.624236587293141	0.7753981399670833	0.6525029497375765
"G7(+/-)"	0.633761555499653	0.40882621872953867	0.1703969877001786	0.27533465865623624	0.4717972076308032	0.519766998547958	0.33046713852662635	0.058487401987167474	0.06456062338957777	0.0	0.2998869250808809	0.20641415431152355	0.8747280227110343	0.304753313648351	0.1632065846265072	0.5771310381398875	0.4908377093385348	0.039647453147111544	0.4956441576010121	0.6244880358003694	0.18765333138004045	0.03344645248392534	0.40930205182924906	0.2326394588246501	0.8424643515144333	0.4719595155163989	0.16168768140211578	0.5620684057817225	0.0	0.26757668412536184	0.7614210190913975	0.5121270017112451	0.8121508345366157	0.30645548430846786	0.8518919034377042	0.6358166477623375	0.5514164378218774	0.7575208705378432	0.11624318842766272	0.23869275927031655	0.8296682422739108	0.7986019271752308	0.5054757475096876	0.8876803983829411	0.6938450688815423	0.4744554400451556	0.44740656833483505	0.6112507142440043	0.7058190921362094	0.7770746225425911
"G8(+/-)"	0.6336207846905696	0.40191137234840324	0.0949908704130311	0.261179799430136	0.48666346996925086	0.5525445901188879	0.6817843554523677	0.05346445414268448	0.020381348830378204	0.017955420163828065	0.2969826456983495	0.2169721465653571	0.8195213949288497	0.333995812115277	0.0956864090463199	0.45021374182867535	0.4524868104687606	0.01658357732056433	0.5967412587928739	0.6433413746032035	0.1255416485978755	0.0	0.40274028660232236	0.24180033236426066	0.827451068841891	0.476532132616433	0.2042594499052214	0.5594376781861261	0.03840090018833915	0.31358853471494286	0.7764643501656248	0.5001854074568909	0.8215079464170835	0.3598585054241953	0.8099763154882144	0.7066782071482522	0.6744697582463705	0.7429903727960434	0.10891932650781111	0.3301050164323629	0.8466261105613495	0.9340016830079916	0.5109037619458326	0.870711668387991	0.7006157150625265	0.4642525452023981	0.4200018162563097	0.6043635690401459	0.6982966854127848	0.8391478215473905
"G9(+/-)"	0.6638817136762055	0.371495228054764	0.10384342388868252	0.19008759192958755	0.49844449531851914	0.44380291779554043	0.5821806549553764	0.044411986540333195	0.035625111425861035	0.06067501102407546	0.4457525579143029	0.2237770511472534	0.858817024239181	0.24920692916328668	0.14388004180771888	0.5682458711307372	0.35393914830353224	0.03920038659528031	0.4848717555725622	0.6524405614962305	0.1296130959632232	0.10008593173683153	0.4675401576801112	0.2955715054780224	0.8855776125451452	0.4183976571942864	0.2765077656330046	0.6490023606383547	0.03949473307622298	0.27163990472755606	0.7536514989714505	0.41006007055132293	0.8027388463015132	0.30846157383900197	0.8654047434567269	0.6584093989360166	0.6286652041038809	0.7956008536210154	0.0471045263829132	0.39108049991022864	0.8291184371072886	0.804255995787313	0.4838510804515328	0.8820889672036831	0.6712475767062662	0.5034123584722425	0.3687413923912731	0.6543597428819672	0.6990225810058549	0.6990547509025484
