"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
0.0	0.6411841456770492	0.22139834890283192	0.14694891721393732	0.270111033826694	0.7438596658965506	0.42875002279561214	0.6945908623244145	0.09838285010171767	0.5726993928918499	0.2694560205482378	0.7482421198173318	0.30437972581972617	0.1592185477634586	0.031838720032378316	0.5432117348266408	0.6570174873363146	0.6849893738613565	0.765716389391419	0.7830684367492559	0.1615030501860345	0.33065004359628136	0.31337855775594065	0.1392330628395763	0.5321024356537672	0.08309317071294162	0.17107914442276828	0.417577240590177	0.7436616803528935	0.7469918364236802	0.7327943013262682	0.40045633689246796	0.31268000188740713	0.5776626036467031	0.6260926766475058	0.37004032738751225	0.6368150108320513	0.12585499989208235	0.7381324513644227	0.3036636364497329	0.3506678236078092	0.7422690821870946	0.71851633766072	0.410507560419547	0.3463351520477458	0.6798617488771369	0.1173040578114353	0.3428899805804436	0.11935005558451724	0.7450291730815441	0.5603945586008964
10.0	0.6257649656773459	0.24355072708773504	0.5336844280641947	0.39368838143098744	0.7767438717717636	0.3980008365188704	0.5936606914612975	0.11025401994895201	0.5380865384854774	0.33243714626610227	0.6683501938062494	0.20044763858769327	0.15359323292082613	0.1279747660688843	0.4966881373603457	0.47871256064699924	0.7491227895842625	0.7213841287894079	0.7748470071310132	0.1352616242380283	0.4044460196449521	0.2114384924582255	0.3683368725291003	0.5507900275970811	0.22514012654014345	0.30146035061912	0.4313308110788568	0.7687391391121107	0.7687607820978094	0.7282640334743078	0.44031598394540716	0.43738023236461643	0.550120108921047	0.5371348127913421	0.4706625898414835	0.6492447677850133	0.17692126083365636	0.5792211593549382	0.2588518402333407	0.3951686252177965	0.5250556457178192	0.7213259321686556	0.374949391577414	0.340199095778986	0.7172316330348163	0.11371802029353491	0.39289855565770787	0.188236659739071	0.7286437566134912	0.5392031654929834
20.0	0.6990850997605325	0.38649320920388	0.7028181857124486	0.5162130479416017	0.8038621356061904	0.3061748803459165	0.5537836358433931	0.14495543082254259	0.5122970674318489	0.2556852621707414	0.7560131159326274	0.17631384588113644	0.1655068940873305	0.20828940026996445	0.5600940964059758	0.4446691881049086	0.6585669680423626	0.6806211408053886	0.780671239029932	0.05450102997120194	0.48407074311580156	0.20972554595912637	0.5992108535454691	0.5873616027954078	0.2787713726091875	0.33950534812798794	0.49424864946118235	0.7591117024284119	0.8038437269751953	0.722196694208153	0.6045965638357386	0.46797001351460477	0.4752651694357461	0.5154912985260673	0.558626986840792	0.5417021657414609	0.1540884476293561	0.6149130925061574	0.23900148905955984	0.3716085263615367	0.42412730082323163	0.636303028062952	0.42052235156791007	0.29415399777044043	0.7786451687535523	0.0	0.3437755900435001	0.21132944741247392	0.6213608686790127	0.6327129405383028
30.0	0.6697956607271952	0.43300783564563783	0.7188864217990188	0.596385411141213	0.7751778045573496	0.3459498465051749	0.6419629050905772	0.14126993347737526	0.4485554859012622	0.37973513304048706	0.583949108237557	0.09578195136528152	0.0994202546050417	0.2855107616874834	0.48664741770613856	0.36174396375845774	0.6942740610493938	0.740953509204617	0.7854010018414749	0.14282755879094416	0.5680565619767843	0.07878607439286266	0.6134204517916434	0.5709932410059392	0.22722265628591667	0.27686728485703166	0.5285235944762582	0.7562913301826192	0.7648604640949759	0.7041463478559067	0.49275465101104066	0.41597555958402804	0.4799764397947778	0.5696803507868726	0.5808935199782387	0.5929466354698564	0.18960118570684975	0.5384224297536954	0.3587414456780932	0.39932257269909494	0.44912871969578033	0.6088312611947997	0.448717769904167	0.4041158372907783	0.7685874032490486	0.0	0.32327939620299234	0.2493936840515223	0.5567861294990408	0.5717709566205862
40.0	0.660215421634493	0.5230291400822749	0.7882579727844474	0.6318516004291772	0.7739464615571694	0.4065126255457061	0.6287134709461628	0.18697464938892797	0.49821010215267647	0.33534910426647063	0.5550656889873182	0.13644322768693143	0.08094687731096309	0.23783715394994182	0.5284004984685365	0.2973986765759661	0.8282186352233947	0.6862771574060164	0.748451482970037	0.09511058349956206	0.6324355777739821	0.1414769796343032	0.6540942309169027	0.65986163745066	0.34559520890306666	0.3119300503906044	0.5424507199992681	0.8300089380707081	0.7393836980071613	0.8603324745684056	0.6257066191158605	0.47258893991361134	0.44040807436748086	0.5164981197070674	0.4968857859131328	0.44391230767640116	0.23291187508435343	0.4812038081537049	0.31910270863558166	0.4874262727620267	0.3071756234816564	0.5405615061827254	0.35570551153871116	0.412794334159171	0.7997196784265804	0.12176978738408964	0.39437967625171183	0.3024219083403873	0.5380812124086817	0.6065540923342441
50.0	0.791258949433372	0.6015732936679968	0.8002190820685643	0.6007122757615709	0.8299546266299708	0.4165959270337216	0.5909547412333224	0.21407682688219556	0.4360906590522489	0.3328881676776808	0.5149949156626109	0.1476279753469353	0.10661562969107302	0.38108591163034355	0.5069456059668445	0.22737763994509166	0.7680948653953397	0.7535129531813004	0.727722878005196	0.05323792261359378	0.5884361915754687	0.13142601477250546	0.7829232858709266	0.6190959399737797	0.31505741846309754	0.32186031469627313	0.5817468460402281	0.7487079826412846	0.6903831700613295	0.8002757960845989	0.5913516893072097	0.5837564544421892	0.37083268143248815	0.5280147902036506	0.4800607615974676	0.437797249068973	0.2131422138527749	0.4776792806493687	0.34545867714599154	0.4786470110780951	0.2576938926482247	0.5866517950792798	0.36958275645384303	0.3750375538366786	0.7663583697433507	0.03664925806198772	0.34421418321424385	0.2932524981803712	0.45766207970518047	0.5761516943086253
60.0	0.7764327939980841	0.6174347936104405	0.8118768198394294	0.7178377538919314	0.8146193114385335	0.43180669130443666	0.6402427060534989	0.30299347912657393	0.4394532080445576	0.42826368146810595	0.488998583509607	0.12929157057706575	0.1010469061868044	0.326968936425191	0.6223041865925626	0.2244623494007331	0.6837300418015618	0.7791508693200221	0.7881741399571065	0.0941777441225072	0.6845258153466128	0.021977147492304155	0.7141175117242119	0.7378582608277199	0.3692977534246511	0.41248871579524693	0.5631000355583099	0.838129604651451	0.7120069688255222	0.7882136112579183	0.6692579394230138	0.5611765767749133	0.5193479114915972	0.5267405996498554	0.47540702013802444	0.4989508482482861	0.24876008739620986	0.5016250578354337	0.3907285140633283	0.427215008869218	0.2695628039088981	0.475005681066931	0.3878866767178934	0.5020144779958452	0.7810102441151499	0.04918202088801259	0.4145259163715059	0.28559610390286766	0.47173188301402047	0.5801784111418675
70.0	0.7690583822813498	0.6146475508617588	0.7766206455995787	0.7293089870021539	0.7538172606529003	0.3682213102516989	0.6236574189749005	0.35807795719519075	0.5078377139749597	0.3049790159578524	0.524654224815948	0.07897765835299558	0.160608275607057	0.3506924559394136	0.5905440345035814	0.19145251424371806	0.7267326517041776	0.764534577409876	0.8355932650396748	0.06269187387541267	0.643163875581533	0.054142639527423486	0.7238558758568169	0.7940899143811768	0.3688782830694015	0.4564983704135426	0.5856107124599282	0.7536470041934393	0.6849121476097083	0.7530876779034746	0.7025890625069775	0.6257366858912898	0.5610120999446836	0.5378428088889439	0.3988661189911793	0.38948861897285575	0.2737421065112906	0.5091562389574283	0.36723694002069335	0.37490408024070887	0.27647605964465516	0.5093963804525284	0.3492397026336476	0.3744943265054725	0.8322606979182008	0.0	0.2775465945301754	0.38236750074058823	0.48428968431834657	0.7345319703808283
80.0	0.8024548731133321	0.6616527640386769	0.7273495341290545	0.7378982240097777	0.7940495419059888	0.3736000838965232	0.6461872882664801	0.3679453295444539	0.40933109164411235	0.417540743806597	0.4960597502538592	0.12663278609647505	0.10069257835728039	0.4002714587901276	0.635358583655649	0.1815582025001926	0.7423730085025099	0.7854230150037539	0.8544727177892518	0.03829167141167895	0.7136250851543461	0.05080161394933267	0.786308613116495	0.8246366625789978	0.37993223124106756	0.4164822190657206	0.601799579912946	0.856616143279088	0.7182379386518414	0.7613240829209227	0.6623939271694745	0.5311381449480236	0.5351106085019635	0.3881824996121449	0.269786929346425	0.4226032221258951	0.24679535800325153	0.566418199193464	0.38447821173587204	0.4743109634275024	0.24053761921212327	0.5470013362238059	0.3835535690919099	0.4179377227082851	0.7837209651228394	0.02628891148494593	0.2650220146806001	0.3686085198557376	0.4339461319002552	0.7116554461063634
90.0	0.7556773369411112	0.7162987687097181	0.7593111546733228	0.7499584594874844	0.7284112666765654	0.46846952123467284	0.6169639154364841	0.3719609831866274	0.5000801292104344	0.36476977657693904	0.44981902160900283	0.12556470778681234	0.07063209862609605	0.3961312731889397	0.6087688803351671	0.20537975382664822	0.762394660348985	0.8261170768462652	0.8200397328438508	0.033649521957847525	0.7210382609206021	0.02639980036321751	0.7120733966442618	0.7592828317849923	0.46121622708941973	0.3899637474158092	0.5759088127935814	0.7818430213886465	0.6986843881548835	0.8134153361888385	0.7055226859657077	0.5180309702197419	0.6370496093851772	0.512008741991057	0.3252757826679341	0.42250498649741647	0.24938459293208873	0.479198479565482	0.3637640525926208	0.3879551509297048	0.2709124606175278	0.5062392464239286	0.4024702908892768	0.42263993120082766	0.8403252373876633	0.0441579616045399	0.34937867799663497	0.44462780542419045	0.4530951885438275	0.6392187291736121
