"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
"wt"	0.29789116205108285	0.38545834303478554	0.4742512976024043	0.7333933220906926	0.0175787263604781	0.7607428847726943	0.33891610605990546	0.46546043213691163	0.5180682770478472	0.0	0.8607480509519926	0.15003666856190598	0.8870527352758745	0.3720060480229366	0.4301642600030433	0.4160753871646301	0.9137649480417867	0.4381098609108572	0.48269034165898667	0.47312381224004096	0.43966864144392764	0.3604664912279066	0.6520168109258635	0.5760285437297219	0.1667056780107685	0.5468116047480565	0.640819663718717	0.41919564240161	0.8670390592698789	0.5504630823849465	0.7504097907136992	0.4539691486552451	0.08118251543665704	0.3875415379511036	0.4936228149171164	0.018271932556604736	0.0554735226801476	0.44610701099703465	0.8852801542714153	0.8058284154312949	0.3888348796438179	0.23441068447289484	0.22816078411101456	0.2719486680465583	0.21996198492988714	0.9150822282926626	0.8939940996239287	0.4085645830884553	0.15582813384530533	0.8413365795697002
"G1(+/-)"	0.08317453297197253	0.39740845445793366	0.4219901010844076	0.9019673153084786	0.010734100508842305	0.8199930066863169	0.3222156947778369	0.3493096268924356	0.5277272724951209	0.08688939688045433	0.8715484400202093	0.11045378171185401	0.8053663744766698	0.3751533870028591	0.48220336899908056	0.4052982108320539	0.8492440931201835	0.45327924836906497	0.5130039838301531	0.4550395541991929	0.4990605721949355	0.3666286192538469	0.7154755805767422	0.564517572133816	0.17846142373272186	0.4724703875834312	0.6525527712505426	0.41343479743114814	0.9557774648119496	0.5843461178675903	0.8119480058311526	0.48733703750413426	0.12437378708902783	0.4533024598288691	0.4586865053699501	0.059810154227635685	0.11746902189313801	0.45002390552909577	0.8124213394016829	0.8201379879538968	0.4043403867317808	0.2482107256227987	0.2307895761592949	0.16989195278586136	0.20336071366566302	0.9185676276476513	0.8873699159049091	0.4204065068551445	0.23622497213690288	0.7806791837487999
"G2(+/-)"	0.2418408016051552	0.24051603860932724	0.4252533298899646	0.9151056964990553	0.07654938277182055	0.8044498703975068	0.5290663689401418	0.34763738443606035	0.5011879320722297	0.0710417980737643	0.7647053762709388	0.12877596931927726	0.8270882383581404	0.39666779992338325	0.5300257707009413	0.36765223220847976	0.7825860486256828	0.4966835524011503	0.46536574517424323	0.43031096357449217	0.4297768506981395	0.4106722077948731	0.7063022062723292	0.5942714599901275	0.13263364308109465	0.501586834435135	0.6622891078858704	0.4388302811243257	0.8907736352877407	0.5706430331329443	0.7896500091067588	0.4482620738436424	0.09885433906879658	0.4708751908849272	0.5256749581654289	0.0448491891141422	0.06332144559507455	0.4586659754606522	0.8832148566857264	0.8293762843919398	0.4131076020753443	0.22857306426606572	0.18424628579239233	0.25667711411598443	0.27343536664456836	0.9177590863236381	0.848561396145683	0.4146013871935072	0.14822830538147488	0.8962334903172571
"G3(+/-)"	0.2188679306783589	0.3961291265967228	0.156238456442359	0.9255073396777891	0.024632753185101518	0.865869347033253	0.3279860848956699	0.42355615283301123	0.5471918816883456	0.0486874045476547	0.8764845008319686	0.19252009183753005	0.8900156172041556	0.5240182745631906	0.4399414945417679	0.4177765923715719	0.7470312171813615	0.4301526692731249	0.5143700983091967	0.46675887993655407	0.506196849521013	0.2910807876702089	0.7155864630209059	0.565288357382129	0.22108867573720914	0.5044519153591619	0.7222819753729421	0.45234427357034196	0.9238013076535699	0.6304634014295727	0.8129547911498529	0.401515156619432	0.02289957771590956	0.42533360726518615	0.43319210547164316	0.0	0.05995173593567272	0.38643654080936407	0.8844971562212866	0.8274475327222072	0.3045612466254927	0.19436862030009777	0.20750605490648624	0.18389872875863886	0.32774256409928987	0.8073089753725553	0.8752408076560889	0.3927951392951768	0.1988768644584664	0.7669910333351204
"G4(+/-)"	0.23786320722332513	0.45000637384507963	0.4130713940324358	0.41383036159170006	0.0	0.8012176797824597	0.3280103661864074	0.44477335565014636	0.5289339298121681	0.15289871058682472	0.8283029875007234	0.3056805165103062	0.8032418208654674	0.35511475780387536	0.4513008960957681	0.36630926770713534	0.8384701866032194	0.46403194187101826	0.5124368938639026	0.5432172399451368	0.44809450842454646	0.43218175665952546	0.7306099840178224	0.5105928945488616	0.16148119950498122	0.5885995811427159	0.7065778159661982	0.4519796763884751	0.8429362395457433	0.6098998431031908	0.6864504404740024	0.4948336359232102	0.0	0.4071434013111618	0.474340178596021	0.10015950657053765	0.07599641220091398	0.48650255449976343	0.8480845536214903	0.8035087261656907	0.47773396810673385	0.27224142599767087	0.23227567020297948	0.2926148892128751	0.19600254107720244	0.9132751581260407	0.8588950562775407	0.36418590093897724	0.18834734589829172	0.8438660260284387
"G5(+/-)"	0.22996490678097914	0.4031179374784598	0.4760487862415499	0.8204490807626728	0.11582006306214322	0.8246994150690026	0.3032352958002121	0.4517753066290844	0.5933339038375605	0.09484212259866616	0.9478838378184038	0.22346446160155334	0.8495112754331372	0.44703354111820814	0.5326405401910933	0.4393071254384808	0.8383947832600457	0.3603624513561005	0.45229395400248656	0.4635000438569064	0.42609483148326516	0.32628666252237243	0.7297384783962114	0.5007773733421557	0.11961968828765802	0.5368671100875975	0.6315999304847909	0.3369122116040905	0.8671142033336812	0.5504323292542533	0.8140453989839025	0.47091297453266634	0.034600533527252515	0.42156135996956795	0.5308068423182931	0.09387758750830463	0.03190608042795791	0.5145159529217909	0.8453317571722198	0.8829105773181438	0.382276206223483	0.24356447487694305	0.15683419779487226	0.2008358073630664	0.3054264792707515	0.8323467667737883	0.8561760611387246	0.44159107385850344	0.16909748149375078	0.8687539932115927
"G6(+/-)"	0.21046583333002813	0.4308498857701295	0.44336613140131076	0.8695549727099632	0.02083284503840818	0.4327263258173138	0.3679499366875529	0.414234195376952	0.5458123826036444	0.04028318468657275	0.809826717168177	0.10061713599379092	0.8788353157838402	0.4344928721201444	0.510635391249723	0.39285212026907423	0.8724290919757671	0.4464986620676057	0.43226394085463105	0.47016538628341925	0.4347834240974189	0.42367982773050367	0.7571331756754515	0.5173348291184132	0.09810713857976268	0.49826777620888335	0.7830547507692602	0.39871913467809234	0.7721594387064514	0.5767793079017701	0.7412370708644037	0.44548931543485526	0.13382096696887139	0.4489100296628299	0.5109970841719783	0.0	0.1363667203355087	0.39484370255479434	0.8353441225475149	0.8452864412458017	0.431276979282399	0.23422247144700942	0.27193229389870277	0.23747638427574275	0.2485517890056056	0.8614577300330711	0.8624189034494579	0.4626025593849665	0.09536428155922698	0.8591451826532622
"G7(+/-)"	0.2824781974003492	0.46361600665991454	0.45240127857799156	0.8683412122841265	0.0	0.873327759036645	0.10428019942850263	0.4109889757876216	0.5070124621502446	0.018519700457956586	0.8775415274196725	0.15086879958066507	0.8285458999837995	0.4968747303107436	0.3939515285669547	0.3711710671753643	0.8097035005181741	0.4994538073328197	0.4606168984030732	0.4909353910779502	0.4800105435650411	0.40824980751586826	0.7569380376432865	0.5418214011685781	0.08278276277713116	0.5319739202672991	0.7446934669770174	0.43164905411975785	0.8675047165313781	0.552898874210947	0.8229429927971079	0.46502662959670005	0.051081818291040325	0.3790178600584529	0.566788077909376	0.061952385220034115	0.0797361622627901	0.3804677053175303	0.8594219037901549	0.8465653084082567	0.31684263819544006	0.2695781903785108	0.18945798233687933	0.1678052997046004	0.2671195963110624	0.8321496300772302	0.7856225658597518	0.43812348745766294	0.21162038183582374	0.8590974812270844
"G8(+/-)"	0.2657650602000874	0.4515171298539143	0.4415481425795673	0.8231385398562863	0.0	0.8623991647069557	0.3558751202290986	0.20147759867731355	0.47064397800407093	0.027972378042507125	0.8838839151781075	0.10998843863227499	0.8665436598021319	0.43984293692007387	0.4780137311102574	0.36752410642020966	0.8768105323062213	0.34562090703764053	0.5068839928895597	0.48145278959249843	0.703064503844116	0.42771564010987373	0.43440281248162016	0.4547939590919514	0.2780432101396065	0.6042845052783943	0.6336485854672746	0.3365347044173479	0.8863829028708531	0.3858882618585999	0.647117808660359	0.5285160421785748	0.0	0.3156831404917339	0.5373137639047478	0.056499163447160605	0.05439526579690367	0.48046217077044373	0.7770195405772847	0.8382717029583209	0.2985203684322187	0.20585688112777584	0.2519967199787707	0.1371495685841774	0.18055288559393867	0.7582261513523568	0.8754034740705763	0.4039122851987605	0.34126747785470707	0.8861364924137666
"G9(+/-)"	0.22226816932655588	0.4090980076529711	0.4915070168511388	0.8197406046313694	0.07690580882179321	0.8305311382144077	0.3233580499449712	0.4690417186320555	0.370789669301305	0.02591718657915729	0.8484732455406525	0.1516471642736864	0.7365120333062818	0.398859791461139	0.4738611022290143	0.3723094113785151	0.9003121832287008	0.4385381165963392	0.44664700838280263	0.4476068980189482	0.4770409693034703	0.44541747276165955	0.7818956934319642	0.5014775342167875	0.10362078648527849	0.452433717753423	0.6755724892861233	0.4408954946836801	0.8970749807928214	0.6113131830422671	0.7216897455079737	0.4450899816006615	0.07665443037838705	0.43326433725063224	0.5766144214879863	0.018750605928273354	0.06376366877597951	0.4632868128659018	0.8329080600069183	0.790334168356509	0.3507822141039451	0.21818320953786438	0.23949748852469765	0.2055730811887772	0.20432872309738812	0.8825599814498042	0.8279547247394031	0.3743145137063164	0.19043385366745189	0.8650371125387714
