strain	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
wt	0.876475425	0.733204638	0.513908711	0.760697671	0.464454542	0.553849319	0.390002969	0.357233362	0.460662697	0.07575243	0	0.159500228	0.860154137	0.046754601	0.612995935	0.498654518	0.099799582	0.840235012	0.526277791	0.800018026	0.467256001	0.43924676	0.474212155	0.457731939	0.692677182	0.498556753	0.737604593	0.214512408	0.840921059	0.041070462	0.782246101	0.01809888	0.525146245	0.241673946	0.739814791	0.416931603	0.3211593	0.891908643	0.820481318	0.858534767	0.60813576	0.019073482	0.028632772	0.435083917	0.829231007	0.831538785	0.441986392	0.033759659	0.028541554	0.105028603	0.483126776	0.695923909	0.537563819	0.161127036	0.467527267	0.413218821	0.40634114	0.339878399	0.733702656	0.848474235	0.416706121	0.693629783	0.396705972	0.154930095	0.37399221	0.807167581	0.539869724	0.403963394	0.325954718	0.417164197	0.847268989	0.094198584	0.670495542	0.170950174	0.011039484	0.431921706	0.037752796	0.700805279	0.82318888	0.91765224	0.321682205	0.200933003	0.64631175	0.05459464	0.829990404	0.385536919	0.862414867	0.789806756	0.429822771	0.078316547	0.090309749	0.095061792	0.278361027	0.278425944	0.609495715	0.394375712	0.827415071	0.213195585	0.028297812	0
G1(+/)	0.397728752	0.6546067	0.551448555	0.783094472	0.378081259	0.522448573	0.438154899	0.376604599	0.449506198	0.134847818	0.064559871	0.097665536	0.863484269	0.029475725	0.535979512	0.542418473	0.107769775	0.881449147	0.465248097	0.901924306	0.463438757	0.428893244	0.468214447	0.402903048	0.762198786	0.473570144	0.867716083	0.131113474	0.881724132	0.08643779	0.787782875	0.027082508	0.635468644	0.271059607	0.651780702	0.376400336	0.314199865	0.895224833	0.815194991	0.768196606	0.589645679	0	0.110462634	0.439169661	0.887424425	0.874585069	0.53909023	0.081064706	0	0.087142077	0.544860697	0.704483445	0.480701461	0.096872894	0.504077351	0.414178351	0.383010471	0.211536155	0.726020858	0.8792014	0.301567663	0.697265801	0.406994367	0.197403757	0.288933911	0.854237256	0.461701385	0.480166831	0.428904345	0.427165515	0.800885065	0.003381103	0.583532036	0.125608727	0.022946663	0.444687963	0.017793059	0.620493819	0.844856125	0.859590033	0.265382879	0.250369008	0.672989826	0.026590079	0.825607109	0.465688397	0.864357318	0.851944972	0.509053927	0.012099679	0.086163579	0.08925094	0.308709445	0.327712419	0.666620805	0.452871122	0.8710089	0.286617423	0.010807952	0.027953461
G2(+/)	0.840499044	0.365944827	0.596426734	0.695149537	0.529894302	0.497628506	0.409254286	0.315514228	0.414360361	0.028693279	0.004000188	0.09029788	0.886545975	0.013698939	0.524301811	0.443246072	0.113633071	0.89401345	0.405367596	0.859449209	0.482822015	0.443012209	0.502517543	0.410958099	0.751027314	0.464585995	0.780419004	0.244452895	0.846151351	0.150763157	0.712906716	0.004354385	0.564399286	0.304466166	0.700094526	0.348055154	0.278947768	0.795788962	0.799118809	0.837077172	0.671238199	0.134198564	0.007935656	0.430239897	0.900710384	0.813264174	0.469882096	0.063009489	0.13539379	0.053027937	0.530488876	0.681191826	0.352082652	0.117429003	0.422834796	0.366407091	0.343750518	0.317716478	0.767620575	0.859571291	0.386609772	0.646604858	0.461765928	0.148574839	0.351067127	0.843130123	0.481421047	0.396729005	0.364910227	0.428499179	0.840659111	0.038587357	0.593988307	0.188242133	0.083144993	0.485836031	0.003973529	0.559904267	0.864861694	0.852348373	0.303885779	0.258995399	0.623505472	0.060587266	0.866075274	0.426267277	0.767757955	0.860105941	0.433180771	0.030063841	0.075730859	0.077877919	0.245769672	0.2870627	0.637621052	0.413576163	0.927495655	0.251019908	0	0
G3(+/)	0.804600174	0.772481127	0.227773315	0.795094984	0.516228426	0.544080638	0.41387856	0.394985446	0.433519621	0	0.086010631	0.144402618	0.815160816	0.041460846	0.598606916	0.554442647	0.02286761	0.866733897	0.402303158	0.756465351	0.50509086	0.411209545	0.498835598	0.432434398	0.799118235	0.429026349	0.839810894	0.235712806	0.759540316	0.167065448	0.776308081	0.064677837	0.547992835	0.316253137	0.693607771	0.325073019	0.226368635	0.92294749	0.781776758	0.927653193	0.595217566	0.036287137	0.084271602	0.445053104	0.913984011	0.740855917	0.446951658	0.107497822	0.029267083	0.067711885	0.567131106	0.768554552	0.582121494	0.112060209	0.430864785	0.435761873	0.450910107	0.263588833	0.708165984	0.876733119	0.306602468	0.720992555	0.406512249	0.18899238	0.404940044	0.825057239	0.443987641	0.399961771	0.4151445	0.431839526	0.833490735	0.054550183	0.642178094	0.120647821	0.107522359	0.444332701	0.010161387	0.610074732	0.868688235	0.790129672	0.262293305	0.263542297	0.603115167	0.036152056	0.834365754	0.372125634	0.835376239	0.78352452	0.454312756	0.102815005	0.103608363	0.069007004	0.358512954	0.197064092	0.658323145	0.37282892	0.816973161	0.283872974	0	0
G4(+/)	0.934131923	0.863844306	0.55581798	0.384625152	0.454968291	0.362913772	0.467539941	0.421432162	0.401961031	0.060577341	0.013104694	0.113246896	0.812706517	0.076925793	0.60879641	0.483717084	0.096248454	0.841192036	0.448206044	0.86914621	0.521421739	0.392523373	0.47602032	0.315389336	0.808806743	0.49656015	0.79179032	0.199957305	0.862021783	0.05765006	0.793182814	0	0.581141485	0.227301499	0.635624257	0.403474949	0.293114929	0.932098565	0.874614918	0.772523492	0.582512735	0.112091192	0.127579773	0.434594237	0.799983082	0.829960844	0.428988732	0.077524641	0.018748974	0.065117323	0.536948793	0.753133648	0.505318778	0.160360129	0.462339205	0.360658352	0.41867697	0.300178139	0.704516272	0.849950112	0.380776316	0.618433568	0.510297971	0.219535714	0.326066799	0.821072427	0.58377692	0.413014053	0.340376432	0.452197543	0.8467416	0.15638931	0.640734457	0.250047696	0.015233182	0.48331512	0	0.635982702	0.7596667	0.826364856	0.235023956	0.281059055	0.54612256	0.019566581	0.898084034	0.366161705	0.907249513	0.79456636	0.488858117	0	0.035471084	0.047773039	0.384809509	0.324679652	0.614757942	0.388083502	0.880702191	0.290416488	0	0
G5(+/)	0.878163612	0.788142685	0.57230031	0.87668784	0.250744594	0.323279424	0.483754677	0.207174077	0.372526864	0	0.017651568	0.129485669	0.821727444	0	0.657086346	0.431933991	0.093228628	0.85103921	0.514347391	0.875900068	0.496576505	0.384723251	0.446113764	0.417604431	0.821307058	0.409857526	0.814039706	0.194494192	0.849974116	0.121952426	0.74927691	0	0.575575599	0.290814772	0.69712072	0.382135745	0.262250323	0.83713071	0.887833616	0.860398066	0.680680726	0.039010797	0.055713916	0.376819455	0.844260729	0.814135997	0.400780774	0.065728925	0.075762477	0.055287133	0.543983055	0.668977813	0.490167449	0.128188479	0.419909326	0.441011813	0.495435585	0.242726043	0.679662592	0.767013825	0.311918631	0.635794973	0.48605221	0.168897835	0.421968438	0.837278677	0.496122816	0.429814188	0.440768456	0.484820922	0.847885323	0.109219974	0.578042253	0.199130935	0.078409056	0.535295356	0	0.603799147	0.83132531	0.855583289	0.260712873	0.353078857	0.621376466	0.04798624	0.983315177	0.366190495	0.810613186	0.914800168	0.547516629	0.052338339	0.08835206	0.014450343	0.362634219	0.259070707	0.62602265	0.481132794	0.793101892	0.170709779	0	0.006874731
G6(+/)	0.916130884	0.811267406	0.505247035	0.892963153	0.466369966	0.244003301	0.434897931	0.385708047	0.430251511	0.040557136	0	0.072663545	0.840308509	0.043872146	0.587956888	0.4900668	0.026896973	0.817457663	0.460359996	0.903322825	0.410996184	0.366074342	0.431443264	0.400389993	0.71651678	0.530535877	0.785063317	0.18169247	0.806878562	0.059098087	0.777733342	0	0.551006557	0.199303786	0.734580265	0.381396475	0.376368305	0.827208521	0.814592756	0.864618436	0.644803081	0.058742929	0	0.354130517	0.861129942	0.806179094	0.37202137	0.049426546	0.006607285	0.064611568	0.504450154	0.735303173	0.574335188	0.157729373	0.432142491	0.482748595	0.4315554	0.331719418	0.68473732	0.855151787	0.299991961	0.660979002	0.431603154	0.234708689	0.374532773	0.834873313	0.491442612	0.376378108	0.359853484	0.413712007	0.768806114	0.004942096	0.657305575	0.186950828	0.051965907	0.424692875	0	0.609383399	0.839700301	0.826166917	0.2320953	0.207270223	0.619697798	0.056208707	0.864078583	0.331403186	0.82963153	0.769332086	0.470234226	1.27E-04	0.127107592	0.095515096	0.337016037	0.280229034	0.563295291	0.419468046	0.82084962	0.257330456	0.027719372	0.010419754
G7(+/)	0.792803159	0.820959151	0.542946881	0.824551325	0.539075256	0.492848901	0.20841605	0.346402691	0.494785839	0.040354397	0.028237616	0.097540576	0.824507148	0.069077624	0.494839872	0.477176396	0.157932946	0.910790936	0.447990302	0.831419603	0.500707871	0.470236073	0.493535839	0.388486409	0.681591502	0.476096527	0.8269185	0.114319574	0.848087052	0.037986044	0.822775276	0.074598943	0.53680416	0.325237014	0.690303491	0.390176393	0.291198007	0.879652088	0.859666771	0.820017866	0.646070413	0	0.047102726	0.349517814	0.858285816	0.893835756	0.382136734	0.096210562	0.083094678	0.022366499	0.518206009	0.662042016	0.509445778	0.090101158	0.477207884	0.494801332	0.38876134	0.225186215	0.692350503	0.809777611	0.309569473	0.640138924	0.382932596	0.155626252	0.396887712	0.878539813	0.530685686	0.446238813	0.405338522	0.441748754	0.919146527	0.074291596	0.626748469	0.117792903	0.055338111	0.479430591	0.009166829	0.615434718	0.842528368	0.8270234	0.312966153	0.201177874	0.689078129	0.041552092	0.893362227	0.331067024	0.879083486	0.826884956	0.466743661	0.007127352	0.045156261	0.058636677	0.326062334	0.261010328	0.586804583	0.442918324	0.859021098	0.283152469	0	0.023989349
G8(+/)	0.92572841	0.770325658	0.495027931	0.762137836	0.501703791	0.491651135	0.328319459	0.152760857	0.402896697	0.073267515	6.92E-04	0.156956448	0.841352703	0.019068365	0.62720225	0.404074738	0.072646495	0.881951493	0.399811519	0.862756659	0.4399039	0.507555396	0.406786475	0.406026917	0.774033779	0.535403385	0.886601811	0.266828252	0.926311452	0.115865178	0.739503113	0.042081241	0.611652513	0.235170059	0.687476296	0.37770383	0.29381796	0.786151569	0.711205122	0.81859283	0.647474332	0.101511697	0.067795379	0.420384036	0.822151744	0.837539992	0.469350837	0.088836262	0.040195887	0.052291127	0.559501482	0.637851294	0.506405428	0.118073769	0.381231801	0.489557382	0.437256195	0.254070006	0.658682846	0.904603819	0.421937214	0.633118793	0.442006425	0.186535058	0.434720084	0.881944194	0.563789586	0.398671372	0.385314132	0.399205294	0.830749982	0.033058091	0.638080083	0.161820719	0.102980477	0.495950972	0.001403122	0.645323608	0.842723098	0.811164067	0.205325715	0.20905032	0.618055613	0.097651693	0.913465267	0.444834819	0.868839397	0.755338557	0.393316458	0	0.060316746	0.051618422	0.36997723	0.323494791	0.600215081	0.5174342	0.788886979	0.270420037	0.037616005	0.004844332
G9(+/)	0.845944638	0.864117616	0.496316189	0.853250595	0.473980269	0.451142096	0.432845078	0.451617192	0.217401429	0.010632245	0.015762248	0.10321639	0.788628027	0.02229373	0.529232755	0.509437252	0.156911376	0.839325461	0.497092753	0.852548543	0.38924194	0.353252674	0.465787152	0.301696621	0.703352879	0.435326005	0.864049621	0.188158979	0.867541867	0.131566697	0.796265478	0.064070132	0.558032897	0.261819916	0.721018424	0.474427717	0.361245795	0.819371896	0.78555285	0.872897496	0.611321039	0.056067176	0.07922863	0.423477295	0.898517595	0.870683825	0.42354358	0.100068208	0.127035876	0.042988636	0.54820996	0.766685192	0.536629938	0.162074418	0.44648204	0.43348895	0.402637721	0.240078574	0.691635928	0.828114788	0.223798914	0.697228281	0.395595201	0.196411991	0.370472401	0.827669346	0.460399904	0.411011958	0.353669256	0.374902315	0.813820595	0.131538707	0.614787722	0.19699291	0.101496729	0.425157694	0.028400252	0.612202407	0.795169878	0.82466183	0.189129502	0.22232437	0.523137106	0.061524286	0.778652171	0.345849954	0.946423277	0.880251402	0.453283871	0.053598917	0.099616061	0.132379769	0.382662225	0.206275303	0.610183974	0.476647692	0.761808577	0.301180292	0.009533328	0.029432222
